folder,filename,class,color,size,texture,variant
abacus_color,abacus_large_smooth_02_green.png,abacus,green,large,smooth,2
abacus_color,abacus_large_smooth_02_blue.png,abacus,blue,large,smooth,2
abacus_color,abacus_large_smooth_02_yellow.png,abacus,yellow,large,smooth,2
abacus_color,abacus_large_smooth_02_orange.png,abacus,orange,large,smooth,2
abacus_color,abacus_large_smooth_02_purple.png,abacus,purple,large,smooth,2
abacus_color,abacus_large_smooth_02_pink.png,abacus,pink,large,smooth,2
abacus_color,abacus_large_smooth_02_brown.png,abacus,brown,large,smooth,2
abacus_color,abacus_large_smooth_02_black.png,abacus,black,large,smooth,2
abacus_color,abacus_large_smooth_02_gray.png,abacus,gray,large,smooth,2
abacus_color,abacus_medium_bumpy_01_red.png,abacus,red,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_green.png,abacus,green,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_blue.png,abacus,blue,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_yellow.png,abacus,yellow,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_orange.png,abacus,orange,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_purple.png,abacus,purple,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_pink.png,abacus,pink,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_brown.png,abacus,brown,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_black.png,abacus,black,medium,bumpy,1
abacus_color,abacus_medium_bumpy_01_gray.png,abacus,gray,medium,bumpy,1
abacus_color,abacus_medium_bumpy_02_red.png,abacus,red,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_green.png,abacus,green,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_blue.png,abacus,blue,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_yellow.png,abacus,yellow,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_orange.png,abacus,orange,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_purple.png,abacus,purple,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_pink.png,abacus,pink,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_brown.png,abacus,brown,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_black.png,abacus,black,medium,bumpy,2
abacus_color,abacus_medium_bumpy_02_gray.png,abacus,gray,medium,bumpy,2
abacus_color,abacus_medium_smooth_01_red.png,abacus,red,medium,smooth,1
abacus_color,abacus_medium_smooth_01_green.png,abacus,green,medium,smooth,1
abacus_color,abacus_medium_smooth_01_blue.png,abacus,blue,medium,smooth,1
abacus_color,abacus_medium_smooth_01_yellow.png,abacus,yellow,medium,smooth,1
abacus_color,abacus_medium_smooth_01_orange.png,abacus,orange,medium,smooth,1
abacus_color,abacus_medium_smooth_01_purple.png,abacus,purple,medium,smooth,1
abacus_color,abacus_medium_smooth_01_pink.png,abacus,pink,medium,smooth,1
abacus_color,abacus_medium_smooth_01_brown.png,abacus,brown,medium,smooth,1
abacus_color,abacus_medium_smooth_01_black.png,abacus,black,medium,smooth,1
abacus_color,abacus_medium_smooth_01_gray.png,abacus,gray,medium,smooth,1
abacus_color,abacus_medium_smooth_02_red.png,abacus,red,medium,smooth,2
abacus_color,abacus_medium_smooth_02_green.png,abacus,green,medium,smooth,2
abacus_color,abacus_medium_smooth_02_blue.png,abacus,blue,medium,smooth,2
abacus_color,abacus_medium_smooth_02_yellow.png,abacus,yellow,medium,smooth,2
abacus_color,abacus_medium_smooth_02_orange.png,abacus,orange,medium,smooth,2
abacus_color,abacus_medium_smooth_02_purple.png,abacus,purple,medium,smooth,2
abacus_color,abacus_medium_smooth_02_pink.png,abacus,pink,medium,smooth,2
abacus_color,abacus_medium_smooth_02_brown.png,abacus,brown,medium,smooth,2
abacus_color,abacus_medium_smooth_02_black.png,abacus,black,medium,smooth,2
abacus_color,abacus_medium_smooth_02_gray.png,abacus,gray,medium,smooth,2
abacus_color,abacus_small_bumpy_01_red.png,abacus,red,small,bumpy,1
abacus_color,abacus_small_bumpy_01_green.png,abacus,green,small,bumpy,1
abacus_color,abacus_small_bumpy_01_blue.png,abacus,blue,small,bumpy,1
abacus_color,abacus_small_bumpy_01_yellow.png,abacus,yellow,small,bumpy,1
abacus_color,abacus_small_bumpy_01_orange.png,abacus,orange,small,bumpy,1
abacus_color,abacus_small_bumpy_01_purple.png,abacus,purple,small,bumpy,1
abacus_color,abacus_small_bumpy_01_pink.png,abacus,pink,small,bumpy,1
abacus_color,abacus_small_bumpy_01_brown.png,abacus,brown,small,bumpy,1
abacus_color,abacus_small_bumpy_01_black.png,abacus,black,small,bumpy,1
abacus_color,abacus_small_bumpy_01_gray.png,abacus,gray,small,bumpy,1
abacus_color,abacus_small_bumpy_02_red.png,abacus,red,small,bumpy,2
abacus_color,abacus_small_bumpy_02_green.png,abacus,green,small,bumpy,2
abacus_color,abacus_small_bumpy_02_blue.png,abacus,blue,small,bumpy,2
abacus_color,abacus_small_bumpy_02_yellow.png,abacus,yellow,small,bumpy,2
abacus_color,abacus_small_bumpy_02_orange.png,abacus,orange,small,bumpy,2
abacus_color,abacus_small_bumpy_02_purple.png,abacus,purple,small,bumpy,2
abacus_color,abacus_small_bumpy_02_pink.png,abacus,pink,small,bumpy,2
abacus_color,abacus_small_bumpy_02_brown.png,abacus,brown,small,bumpy,2
abacus_color,abacus_small_bumpy_02_black.png,abacus,black,small,bumpy,2
abacus_color,abacus_small_bumpy_02_gray.png,abacus,gray,small,bumpy,2
abacus_color,abacus_small_smooth_01_red.png,abacus,red,small,smooth,1
abacus_color,abacus_small_smooth_01_green.png,abacus,green,small,smooth,1
abacus_color,abacus_small_smooth_01_blue.png,abacus,blue,small,smooth,1
abacus_color,abacus_small_smooth_01_yellow.png,abacus,yellow,small,smooth,1
abacus_color,abacus_small_smooth_01_orange.png,abacus,orange,small,smooth,1
abacus_color,abacus_small_smooth_01_purple.png,abacus,purple,small,smooth,1
abacus_color,abacus_small_smooth_01_pink.png,abacus,pink,small,smooth,1
abacus_color,abacus_small_smooth_01_brown.png,abacus,brown,small,smooth,1
abacus_color,abacus_small_smooth_01_black.png,abacus,black,small,smooth,1
abacus_color,abacus_small_smooth_01_gray.png,abacus,gray,small,smooth,1
abacus_color,abacus_small_smooth_02_red.png,abacus,red,small,smooth,2
abacus_color,abacus_small_smooth_02_green.png,abacus,green,small,smooth,2
abacus_color,abacus_small_smooth_02_blue.png,abacus,blue,small,smooth,2
abacus_color,abacus_small_smooth_02_yellow.png,abacus,yellow,small,smooth,2
abacus_color,abacus_small_smooth_02_orange.png,abacus,orange,small,smooth,2
abacus_color,abacus_small_smooth_02_purple.png,abacus,purple,small,smooth,2
abacus_color,abacus_small_smooth_02_pink.png,abacus,pink,small,smooth,2
abacus_color,abacus_small_smooth_02_brown.png,abacus,brown,small,smooth,2
abacus_color,abacus_small_smooth_02_black.png,abacus,black,small,smooth,2
abacus_color,abacus_small_smooth_02_gray.png,abacus,gray,small,smooth,2
apple_color,apple_large_bumpy_01_red.png,apple,red,large,bumpy,1
apple_color,apple_large_bumpy_01_green.png,apple,green,large,bumpy,1
apple_color,apple_large_bumpy_01_blue.png,apple,blue,large,bumpy,1
apple_color,apple_large_bumpy_01_yellow.png,apple,yellow,large,bumpy,1
apple_color,apple_large_bumpy_01_orange.png,apple,orange,large,bumpy,1
apple_color,apple_large_bumpy_01_purple.png,apple,purple,large,bumpy,1
apple_color,apple_large_bumpy_01_pink.png,apple,pink,large,bumpy,1
apple_color,apple_large_bumpy_01_brown.png,apple,brown,large,bumpy,1
apple_color,apple_large_bumpy_01_black.png,apple,black,large,bumpy,1
apple_color,apple_large_bumpy_01_gray.png,apple,gray,large,bumpy,1
apple_color,apple_large_bumpy_02_red.png,apple,red,large,bumpy,2
apple_color,apple_large_bumpy_02_green.png,apple,green,large,bumpy,2
apple_color,apple_large_bumpy_02_blue.png,apple,blue,large,bumpy,2
apple_color,apple_large_bumpy_02_yellow.png,apple,yellow,large,bumpy,2
apple_color,apple_large_bumpy_02_orange.png,apple,orange,large,bumpy,2
apple_color,apple_large_bumpy_02_purple.png,apple,purple,large,bumpy,2
apple_color,apple_large_bumpy_02_pink.png,apple,pink,large,bumpy,2
apple_color,apple_large_bumpy_02_brown.png,apple,brown,large,bumpy,2
apple_color,apple_large_bumpy_02_black.png,apple,black,large,bumpy,2
apple_color,apple_large_bumpy_02_gray.png,apple,gray,large,bumpy,2
apple_color,apple_large_smooth_01_red.png,apple,red,large,smooth,1
apple_color,apple_large_smooth_01_green.png,apple,green,large,smooth,1
apple_color,apple_large_smooth_01_blue.png,apple,blue,large,smooth,1
apple_color,apple_large_smooth_01_yellow.png,apple,yellow,large,smooth,1
apple_color,apple_large_smooth_01_orange.png,apple,orange,large,smooth,1
apple_color,apple_large_smooth_01_purple.png,apple,purple,large,smooth,1
apple_color,apple_large_smooth_01_pink.png,apple,pink,large,smooth,1
apple_color,apple_large_smooth_01_brown.png,apple,brown,large,smooth,1
apple_color,apple_large_smooth_01_black.png,apple,black,large,smooth,1
apple_color,apple_large_smooth_01_gray.png,apple,gray,large,smooth,1
apple_color,apple_large_smooth_02_red.png,apple,red,large,smooth,2
apple_color,apple_large_smooth_02_green.png,apple,green,large,smooth,2
apple_color,apple_large_smooth_02_blue.png,apple,blue,large,smooth,2
apple_color,apple_large_smooth_02_yellow.png,apple,yellow,large,smooth,2
apple_color,apple_large_smooth_02_orange.png,apple,orange,large,smooth,2
apple_color,apple_large_smooth_02_purple.png,apple,purple,large,smooth,2
apple_color,apple_large_smooth_02_pink.png,apple,pink,large,smooth,2
apple_color,apple_large_smooth_02_brown.png,apple,brown,large,smooth,2
apple_color,apple_large_smooth_02_black.png,apple,black,large,smooth,2
apple_color,apple_large_smooth_02_gray.png,apple,gray,large,smooth,2
apple_color,apple_medium_bumpy_01_red.png,apple,red,medium,bumpy,1
apple_color,apple_medium_bumpy_01_green.png,apple,green,medium,bumpy,1
apple_color,apple_medium_bumpy_01_blue.png,apple,blue,medium,bumpy,1
apple_color,apple_medium_bumpy_01_yellow.png,apple,yellow,medium,bumpy,1
apple_color,apple_medium_bumpy_01_orange.png,apple,orange,medium,bumpy,1
apple_color,apple_medium_bumpy_01_purple.png,apple,purple,medium,bumpy,1
apple_color,apple_medium_bumpy_01_pink.png,apple,pink,medium,bumpy,1
apple_color,apple_medium_bumpy_01_brown.png,apple,brown,medium,bumpy,1
apple_color,apple_medium_bumpy_01_black.png,apple,black,medium,bumpy,1
apple_color,apple_medium_bumpy_01_gray.png,apple,gray,medium,bumpy,1
apple_color,apple_medium_bumpy_02_red.png,apple,red,medium,bumpy,2
apple_color,apple_medium_bumpy_02_green.png,apple,green,medium,bumpy,2
apple_color,apple_medium_bumpy_02_blue.png,apple,blue,medium,bumpy,2
apple_color,apple_medium_bumpy_02_yellow.png,apple,yellow,medium,bumpy,2
apple_color,apple_medium_bumpy_02_orange.png,apple,orange,medium,bumpy,2
apple_color,apple_medium_bumpy_02_purple.png,apple,purple,medium,bumpy,2
apple_color,apple_medium_bumpy_02_pink.png,apple,pink,medium,bumpy,2
apple_color,apple_medium_bumpy_02_brown.png,apple,brown,medium,bumpy,2
apple_color,apple_medium_bumpy_02_black.png,apple,black,medium,bumpy,2
apple_color,apple_medium_bumpy_02_gray.png,apple,gray,medium,bumpy,2
apple_color,apple_medium_smooth_01_red.png,apple,red,medium,smooth,1
apple_color,apple_medium_smooth_01_green.png,apple,green,medium,smooth,1
apple_color,apple_medium_smooth_01_blue.png,apple,blue,medium,smooth,1
apple_color,apple_medium_smooth_01_yellow.png,apple,yellow,medium,smooth,1
apple_color,apple_medium_smooth_01_orange.png,apple,orange,medium,smooth,1
apple_color,apple_medium_smooth_01_purple.png,apple,purple,medium,smooth,1
apple_color,apple_medium_smooth_01_pink.png,apple,pink,medium,smooth,1
apple_color,apple_medium_smooth_01_brown.png,apple,brown,medium,smooth,1
apple_color,apple_medium_smooth_01_black.png,apple,black,medium,smooth,1
apple_color,apple_medium_smooth_01_gray.png,apple,gray,medium,smooth,1
apple_color,apple_medium_smooth_02_red.png,apple,red,medium,smooth,2
apple_color,apple_medium_smooth_02_green.png,apple,green,medium,smooth,2
apple_color,apple_medium_smooth_02_blue.png,apple,blue,medium,smooth,2
apple_color,apple_medium_smooth_02_yellow.png,apple,yellow,medium,smooth,2
apple_color,apple_medium_smooth_02_orange.png,apple,orange,medium,smooth,2
apple_color,apple_medium_smooth_02_purple.png,apple,purple,medium,smooth,2
apple_color,apple_medium_smooth_02_pink.png,apple,pink,medium,smooth,2
apple_color,apple_medium_smooth_02_brown.png,apple,brown,medium,smooth,2
apple_color,apple_medium_smooth_02_black.png,apple,black,medium,smooth,2
apple_color,apple_medium_smooth_02_gray.png,apple,gray,medium,smooth,2
apple_color,apple_small_bumpy_01_red.png,apple,red,small,bumpy,1
apple_color,apple_small_bumpy_01_green.png,apple,green,small,bumpy,1
apple_color,apple_small_bumpy_01_blue.png,apple,blue,small,bumpy,1
apple_color,apple_small_bumpy_01_yellow.png,apple,yellow,small,bumpy,1
apple_color,apple_small_bumpy_01_orange.png,apple,orange,small,bumpy,1
apple_color,apple_small_bumpy_01_purple.png,apple,purple,small,bumpy,1
apple_color,apple_small_bumpy_01_pink.png,apple,pink,small,bumpy,1
apple_color,apple_small_bumpy_01_brown.png,apple,brown,small,bumpy,1
apple_color,apple_small_bumpy_01_black.png,apple,black,small,bumpy,1
apple_color,apple_small_bumpy_01_gray.png,apple,gray,small,bumpy,1
apple_color,apple_small_bumpy_02_red.png,apple,red,small,bumpy,2
apple_color,apple_small_bumpy_02_green.png,apple,green,small,bumpy,2
apple_color,apple_small_bumpy_02_blue.png,apple,blue,small,bumpy,2
apple_color,apple_small_bumpy_02_yellow.png,apple,yellow,small,bumpy,2
apple_color,apple_small_bumpy_02_orange.png,apple,orange,small,bumpy,2
apple_color,apple_small_bumpy_02_purple.png,apple,purple,small,bumpy,2
apple_color,apple_small_bumpy_02_pink.png,apple,pink,small,bumpy,2
apple_color,apple_small_bumpy_02_brown.png,apple,brown,small,bumpy,2
apple_color,apple_small_bumpy_02_black.png,apple,black,small,bumpy,2
apple_color,apple_small_bumpy_02_gray.png,apple,gray,small,bumpy,2
apple_color,apple_small_smooth_01_red.png,apple,red,small,smooth,1
apple_color,apple_small_smooth_01_green.png,apple,green,small,smooth,1
apple_color,apple_small_smooth_01_blue.png,apple,blue,small,smooth,1
apple_color,apple_small_smooth_01_yellow.png,apple,yellow,small,smooth,1
apple_color,apple_small_smooth_01_orange.png,apple,orange,small,smooth,1
apple_color,apple_small_smooth_01_purple.png,apple,purple,small,smooth,1
apple_color,apple_small_smooth_01_pink.png,apple,pink,small,smooth,1
apple_color,apple_small_smooth_01_brown.png,apple,brown,small,smooth,1
apple_color,apple_small_smooth_01_black.png,apple,black,small,smooth,1
apple_color,apple_small_smooth_01_gray.png,apple,gray,small,smooth,1
apple_color,apple_small_smooth_02_red.png,apple,red,small,smooth,2
apple_color,apple_small_smooth_02_green.png,apple,green,small,smooth,2
apple_color,apple_small_smooth_02_blue.png,apple,blue,small,smooth,2
apple_color,apple_small_smooth_02_yellow.png,apple,yellow,small,smooth,2
apple_color,apple_small_smooth_02_orange.png,apple,orange,small,smooth,2
apple_color,apple_small_smooth_02_purple.png,apple,purple,small,smooth,2
apple_color,apple_small_smooth_02_pink.png,apple,pink,small,smooth,2
apple_color,apple_small_smooth_02_brown.png,apple,brown,small,smooth,2
apple_color,apple_small_smooth_02_black.png,apple,black,small,smooth,2
apple_color,apple_small_smooth_02_gray.png,apple,gray,small,smooth,2
axe_color,axe_large_bumpy_01_red.png,axe,red,large,bumpy,1
axe_color,axe_large_bumpy_01_green.png,axe,green,large,bumpy,1
axe_color,axe_large_bumpy_01_blue.png,axe,blue,large,bumpy,1
axe_color,axe_large_bumpy_01_yellow.png,axe,yellow,large,bumpy,1
axe_color,axe_large_bumpy_01_orange.png,axe,orange,large,bumpy,1
axe_color,axe_large_bumpy_01_purple.png,axe,purple,large,bumpy,1
axe_color,axe_large_bumpy_01_pink.png,axe,pink,large,bumpy,1
axe_color,axe_large_bumpy_01_brown.png,axe,brown,large,bumpy,1
axe_color,axe_large_bumpy_01_black.png,axe,black,large,bumpy,1
axe_color,axe_large_bumpy_01_gray.png,axe,gray,large,bumpy,1
axe_color,axe_large_bumpy_02_red.png,axe,red,large,bumpy,2
axe_color,axe_large_bumpy_02_green.png,axe,green,large,bumpy,2
axe_color,axe_large_bumpy_02_blue.png,axe,blue,large,bumpy,2
axe_color,axe_large_bumpy_02_yellow.png,axe,yellow,large,bumpy,2
axe_color,axe_large_bumpy_02_orange.png,axe,orange,large,bumpy,2
axe_color,axe_large_bumpy_02_purple.png,axe,purple,large,bumpy,2
axe_color,axe_large_bumpy_02_pink.png,axe,pink,large,bumpy,2
axe_color,axe_large_bumpy_02_brown.png,axe,brown,large,bumpy,2
axe_color,axe_large_bumpy_02_black.png,axe,black,large,bumpy,2
axe_color,axe_large_bumpy_02_gray.png,axe,gray,large,bumpy,2
axe_color,axe_large_smooth_01_red.png,axe,red,large,smooth,1
axe_color,axe_large_smooth_01_green.png,axe,green,large,smooth,1
axe_color,axe_large_smooth_01_blue.png,axe,blue,large,smooth,1
axe_color,axe_large_smooth_01_yellow.png,axe,yellow,large,smooth,1
axe_color,axe_large_smooth_01_orange.png,axe,orange,large,smooth,1
axe_color,axe_large_smooth_01_purple.png,axe,purple,large,smooth,1
axe_color,axe_large_smooth_01_pink.png,axe,pink,large,smooth,1
axe_color,axe_large_smooth_01_brown.png,axe,brown,large,smooth,1
axe_color,axe_large_smooth_01_black.png,axe,black,large,smooth,1
axe_color,axe_large_smooth_01_gray.png,axe,gray,large,smooth,1
axe_color,axe_large_smooth_02_red.png,axe,red,large,smooth,2
axe_color,axe_large_smooth_02_green.png,axe,green,large,smooth,2
axe_color,axe_large_smooth_02_blue.png,axe,blue,large,smooth,2
axe_color,axe_large_smooth_02_yellow.png,axe,yellow,large,smooth,2
axe_color,axe_large_smooth_02_orange.png,axe,orange,large,smooth,2
axe_color,axe_large_smooth_02_purple.png,axe,purple,large,smooth,2
axe_color,axe_large_smooth_02_pink.png,axe,pink,large,smooth,2
axe_color,axe_large_smooth_02_brown.png,axe,brown,large,smooth,2
axe_color,axe_large_smooth_02_black.png,axe,black,large,smooth,2
axe_color,axe_large_smooth_02_gray.png,axe,gray,large,smooth,2
axe_color,axe_medium_bumpy_01_red.png,axe,red,medium,bumpy,1
axe_color,axe_medium_bumpy_01_green.png,axe,green,medium,bumpy,1
axe_color,axe_medium_bumpy_01_blue.png,axe,blue,medium,bumpy,1
axe_color,axe_medium_bumpy_01_yellow.png,axe,yellow,medium,bumpy,1
axe_color,axe_medium_bumpy_01_orange.png,axe,orange,medium,bumpy,1
axe_color,axe_medium_bumpy_01_purple.png,axe,purple,medium,bumpy,1
axe_color,axe_medium_bumpy_01_pink.png,axe,pink,medium,bumpy,1
axe_color,axe_medium_bumpy_01_brown.png,axe,brown,medium,bumpy,1
axe_color,axe_medium_bumpy_01_black.png,axe,black,medium,bumpy,1
axe_color,axe_medium_bumpy_01_gray.png,axe,gray,medium,bumpy,1
axe_color,axe_medium_bumpy_02_red.png,axe,red,medium,bumpy,2
axe_color,axe_medium_bumpy_02_green.png,axe,green,medium,bumpy,2
axe_color,axe_medium_bumpy_02_blue.png,axe,blue,medium,bumpy,2
axe_color,axe_medium_bumpy_02_yellow.png,axe,yellow,medium,bumpy,2
axe_color,axe_medium_bumpy_02_orange.png,axe,orange,medium,bumpy,2
axe_color,axe_medium_bumpy_02_purple.png,axe,purple,medium,bumpy,2
axe_color,axe_medium_bumpy_02_pink.png,axe,pink,medium,bumpy,2
axe_color,axe_medium_bumpy_02_brown.png,axe,brown,medium,bumpy,2
axe_color,axe_medium_bumpy_02_black.png,axe,black,medium,bumpy,2
axe_color,axe_medium_bumpy_02_gray.png,axe,gray,medium,bumpy,2
axe_color,axe_medium_smooth_01_red.png,axe,red,medium,smooth,1
axe_color,axe_medium_smooth_01_green.png,axe,green,medium,smooth,1
axe_color,axe_medium_smooth_01_blue.png,axe,blue,medium,smooth,1
axe_color,axe_medium_smooth_01_yellow.png,axe,yellow,medium,smooth,1
axe_color,axe_medium_smooth_01_orange.png,axe,orange,medium,smooth,1
axe_color,axe_medium_smooth_01_purple.png,axe,purple,medium,smooth,1
axe_color,axe_medium_smooth_01_pink.png,axe,pink,medium,smooth,1
axe_color,axe_medium_smooth_01_brown.png,axe,brown,medium,smooth,1
axe_color,axe_medium_smooth_01_black.png,axe,black,medium,smooth,1
axe_color,axe_medium_smooth_01_gray.png,axe,gray,medium,smooth,1
axe_color,axe_medium_smooth_02_red.png,axe,red,medium,smooth,2
axe_color,axe_medium_smooth_02_green.png,axe,green,medium,smooth,2
axe_color,axe_medium_smooth_02_blue.png,axe,blue,medium,smooth,2
axe_color,axe_medium_smooth_02_yellow.png,axe,yellow,medium,smooth,2
axe_color,axe_medium_smooth_02_orange.png,axe,orange,medium,smooth,2
axe_color,axe_medium_smooth_02_purple.png,axe,purple,medium,smooth,2
axe_color,axe_medium_smooth_02_pink.png,axe,pink,medium,smooth,2
axe_color,axe_medium_smooth_02_brown.png,axe,brown,medium,smooth,2
axe_color,axe_medium_smooth_02_black.png,axe,black,medium,smooth,2
axe_color,axe_medium_smooth_02_gray.png,axe,gray,medium,smooth,2
axe_color,axe_small_bumpy_01_red.png,axe,red,small,bumpy,1
axe_color,axe_small_bumpy_01_green.png,axe,green,small,bumpy,1
axe_color,axe_small_bumpy_01_blue.png,axe,blue,small,bumpy,1
axe_color,axe_small_bumpy_01_yellow.png,axe,yellow,small,bumpy,1
axe_color,axe_small_bumpy_01_orange.png,axe,orange,small,bumpy,1
axe_color,axe_small_bumpy_01_purple.png,axe,purple,small,bumpy,1
axe_color,axe_small_bumpy_01_pink.png,axe,pink,small,bumpy,1
axe_color,axe_small_bumpy_01_brown.png,axe,brown,small,bumpy,1
axe_color,axe_small_bumpy_01_black.png,axe,black,small,bumpy,1
axe_color,axe_small_bumpy_01_gray.png,axe,gray,small,bumpy,1
axe_color,axe_small_bumpy_02_red.png,axe,red,small,bumpy,2
axe_color,axe_small_bumpy_02_green.png,axe,green,small,bumpy,2
axe_color,axe_small_bumpy_02_blue.png,axe,blue,small,bumpy,2
axe_color,axe_small_bumpy_02_yellow.png,axe,yellow,small,bumpy,2
axe_color,axe_small_bumpy_02_orange.png,axe,orange,small,bumpy,2
axe_color,axe_small_bumpy_02_purple.png,axe,purple,small,bumpy,2
axe_color,axe_small_bumpy_02_pink.png,axe,pink,small,bumpy,2
axe_color,axe_small_bumpy_02_brown.png,axe,brown,small,bumpy,2
axe_color,axe_small_bumpy_02_black.png,axe,black,small,bumpy,2
axe_color,axe_small_bumpy_02_gray.png,axe,gray,small,bumpy,2
axe_color,axe_small_smooth_01_red.png,axe,red,small,smooth,1
axe_color,axe_small_smooth_01_green.png,axe,green,small,smooth,1
axe_color,axe_small_smooth_01_blue.png,axe,blue,small,smooth,1
axe_color,axe_small_smooth_01_yellow.png,axe,yellow,small,smooth,1
axe_color,axe_small_smooth_01_orange.png,axe,orange,small,smooth,1
axe_color,axe_small_smooth_01_purple.png,axe,purple,small,smooth,1
axe_color,axe_small_smooth_01_pink.png,axe,pink,small,smooth,1
axe_color,axe_small_smooth_01_brown.png,axe,brown,small,smooth,1
axe_color,axe_small_smooth_01_black.png,axe,black,small,smooth,1
axe_color,axe_small_smooth_01_gray.png,axe,gray,small,smooth,1
axe_color,axe_small_smooth_02_red.png,axe,red,small,smooth,2
axe_color,axe_small_smooth_02_green.png,axe,green,small,smooth,2
axe_color,axe_small_smooth_02_blue.png,axe,blue,small,smooth,2
axe_color,axe_small_smooth_02_yellow.png,axe,yellow,small,smooth,2
axe_color,axe_small_smooth_02_orange.png,axe,orange,small,smooth,2
axe_color,axe_small_smooth_02_purple.png,axe,purple,small,smooth,2
axe_color,axe_small_smooth_02_pink.png,axe,pink,small,smooth,2
axe_color,axe_small_smooth_02_brown.png,axe,brown,small,smooth,2
axe_color,axe_small_smooth_02_black.png,axe,black,small,smooth,2
axe_color,axe_small_smooth_02_gray.png,axe,gray,small,smooth,2
babushkadolls_color,babushkadolls_large_bumpy_01_red.png,babushkadolls,red,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_green.png,babushkadolls,green,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_blue.png,babushkadolls,blue,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_yellow.png,babushkadolls,yellow,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_orange.png,babushkadolls,orange,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_purple.png,babushkadolls,purple,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_pink.png,babushkadolls,pink,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_brown.png,babushkadolls,brown,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_black.png,babushkadolls,black,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_01_gray.png,babushkadolls,gray,large,bumpy,1
babushkadolls_color,babushkadolls_large_bumpy_02_red.png,babushkadolls,red,large,bumpy,2
