model,class,mean_accuracy,std,se,ci95,n_seeds,total_trials,test_type
cvcl-resnext,telescope,0.3073333333333333,0.016289055630494167,0.009404490653110597,0.01843280168009677,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,bird,0.34733333333333327,0.06312949653952052,0.036447831820897725,0.07143775036895954,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,doorknob,0.10466666666666667,0.023007245235649863,0.013283239230114183,0.0260351488910238,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,pen,0.06866666666666667,0.0357957166897568,0.02066666666666667,0.04050666666666667,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,suitcase,0.27466666666666667,0.008326663997864508,0.00480740170061864,0.009422507333212534,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,trumpet,0.122,0.02116601048851673,0.012220201853215576,0.023951595632302532,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,vase,0.108,0.026000000000000006,0.015011106998930273,0.029421769717903338,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,abacus,0.25666666666666665,0.0385918817024168,0.022281033289424535,0.04367082524727208,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,babushkadolls,0.13333333333333333,0.040216083018281785,0.023218766356357327,0.045508782058460366,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,nailpolish,0.484,0.09355212450821199,0.05401234426807758,0.10586419476543205,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,axe,0.25133333333333335,0.07387376620515117,0.04265103880459551,0.08359603605700719,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,lei,0.30600000000000005,0.030265491900843107,0.01747378989610821,0.03424862819637209,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,bread,0.25666666666666665,0.0370045042303411,0.021364560478616082,0.04187453853808752,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,fan,0.13533333333333333,0.029955522584881298,0.017294829028097133,0.03389786489507038,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,handheldgame,0.252,0.059093146810776626,0.03411744421846396,0.06687019066818936,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,pumpkin,0.4025641025641025,0.050441834802323074,0.029122606901539862,0.057080309527018126,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,trophy,0.22466666666666665,0.050649119768593535,0.029242282932615077,0.05731487454792555,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,candle,0.25333333333333335,0.04196824196143238,0.024230375793848333,0.04749153655594274,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,calculator,0.3273333333333333,0.11873219164714065,0.06855006280895089,0.13435812310554374,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,rabbit,0.3539999999999999,0.05632051136131491,0.032516662395352544,0.06373265829489098,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,sippycup,0.242,0.008717797887081356,0.005033222956847171,0.009865116995420456,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,earrings,0.22266666666666668,0.021939310229205772,0.012666666666666663,0.02482666666666666,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,phone,0.46166666666666667,0.02602082499332665,0.015023130314433286,0.02944533541628924,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,basket,0.47866666666666663,0.0423949682548924,0.024476746334247765,0.04797442281512562,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,muffin,0.24866666666666667,0.046360903068569895,0.02676647986651298,0.05246230053836543,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,bonzai,0.42333333333333334,0.0280237994093116,0.016179548132682128,0.03171191434005697,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,cookie,0.28,0.016370705543744885,0.009451631252505208,0.018525197254910208,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,keyboard,0.4186666666666667,0.05371529887595648,0.031012542265634678,0.06078458284064397,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,horse,0.30933333333333335,0.03002221399786054,0.017333333333333336,0.033973333333333335,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,train,0.216,0.039038442591886276,0.022538855339169293,0.04417615646477181,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,tricycle,0.39799999999999996,0.08506468127254696,0.04911211663123471,0.09625974859722002,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,lipstick,0.17533333333333334,0.04239496825489238,0.02447674633424776,0.04797442281512561,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,handbag,0.11333333333333334,0.03716629297271028,0.021457969252574777,0.04205761973504656,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,microwave,0.674,0.08701723967122839,0.050239426748321894,0.09846927642671091,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,seashell,0.232,0.10428806259586951,0.06021074101298981,0.11801305238546002,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,toothpaste,0.26933333333333337,0.03716629297271028,0.021457969252574777,0.04205761973504656,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,dresser,0.33266666666666667,0.09002962475392937,0.051978628086722115,0.10187811104997535,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,handgun,0.062,0.02227105745132009,0.012858201014657275,0.025202073988728257,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,dumbell,0.18066666666666667,0.03239341496868357,0.018702346852140714,0.0366565998301958,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,meat,0.35266666666666663,0.04119870548128101,0.023786083699881704,0.04662072405176814,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,powerstrip,0.18533333333333335,0.037004504230341115,0.02136456047861609,0.041874538538087536,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,ring,0.46399999999999997,0.236,0.13625466352875168,0.26705914051635327,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,saltandpeppershake,0.07533333333333332,0.018036999011291577,0.010413666234542207,0.020410785819702723,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,bagel,0.07066666666666667,0.0652482439099577,0.03767109118556444,0.0738353387237063,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,tree,0.3233333333333333,0.030353473167552558,0.017524585904126554,0.03434818837208804,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,wineglass,0.292,0.06122091146005586,0.035345909711497495,0.06927798303453508,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,helmet,0.124,0.03616628264005025,0.0208806130178211,0.04092600151492936,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,ornament,0.14333333333333334,0.016041612554021287,0.009261629326299871,0.018152793479547746,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,camera,0.09133333333333334,0.026102362600602527,0.01507020607394309,0.029537603904928454,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,saddle,0.22933333333333336,0.006429100507328643,0.003711842908553352,0.007275212100764569,3,1500,text_vision_controlled_noBlackWhite
cvcl-resnext,doll,0.24933333333333332,0.05193585787616619,0.029985181525398696,0.05877095578978145,3,1500,text_vision_controlled_noBlackWhite
clip-res,pillow,0.9366666666666666,0.012055427546683367,0.006960204339273673,0.013642000504976399,3,1500,text_vision_controlled_noBlackWhite
clip-res,goggle,0.902,0.007211102550927985,0.0041633319989322695,0.008160130717907249,3,1500,text_vision_controlled_noBlackWhite
clip-res,tennisracquet,0.9966666666666667,0.005773502691896262,0.003333333333333336,0.006533333333333338,3,1500,text_vision_controlled_noBlackWhite
clip-res,stapler,0.9420000000000001,0.013999999999999957,0.008082903768654736,0.01584249138656328,3,1500,text_vision_controlled_noBlackWhite
clip-res,stool,0.8553333333333333,0.006429100507328643,0.003711842908553352,0.007275212100764569,3,1500,text_vision_controlled_noBlackWhite
clip-res,apple,0.9966666666666667,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500,text_vision_controlled_noBlackWhite
clip-res,pitcher,0.9406666666666667,0.012858201014657221,0.007423685817106666,0.014550424201529065,3,1500,text_vision_controlled_noBlackWhite
clip-res,headband,0.8973333333333334,0.007571877794400371,0.004371625682868005,0.008568386338421288,3,1500,text_vision_controlled_noBlackWhite
clip-res,pipe,0.7120000000000001,0.021166010488516743,0.012220201853215585,0.023951595632302546,3,1500,text_vision_controlled_noBlackWhite
clip-res,sodacan,0.11466666666666665,0.013613718571108095,0.007859884081701067,0.015405372800134091,3,1500,text_vision_controlled_noBlackWhite
clip-res,lock,0.9513333333333334,0.009865765724632504,0.00569600249687836,0.011164164893881584,3,1500,text_vision_controlled_noBlackWhite
clip-res,bell,0.934,0.012489995996796746,0.00721110255092795,0.014133760999818782,3,1500,text_vision_controlled_noBlackWhite
clip-res,grill,0.7826666666666666,0.012220201853215583,0.007055336829505581,0.013828460185830938,3,1500,text_vision_controlled_noBlackWhite
clip-res,lantern,0.8466666666666667,0.024684678108764846,0.014251705550954646,0.02793334287987111,3,1500,text_vision_controlled_noBlackWhite
clip-res,butterfly,0.9893333333333333,0.0050332229568471705,0.002905932629027118,0.0056956279528931515,3,1500,text_vision_controlled_noBlackWhite
clip-res,telescope,0.8966666666666666,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500,text_vision_controlled_noBlackWhite
clip-res,bird,0.9986666666666667,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500,text_vision_controlled_noBlackWhite
clip-res,doorknob,0.8366666666666666,0.02484619353811226,0.014344956527566654,0.028116114794030637,3,1500,text_vision_controlled_noBlackWhite
clip-res,pen,0.9413333333333332,0.008326663997864477,0.0048074017006186215,0.009422507333212498,3,1500,text_vision_controlled_noBlackWhite
clip-res,suitcase,0.9406666666666667,0.007571877794400308,0.0043716256828679675,0.008568386338421217,3,1500,text_vision_controlled_noBlackWhite
clip-res,trumpet,0.7473333333333333,0.0050332229568471705,0.002905932629027118,0.0056956279528931515,3,1500,text_vision_controlled_noBlackWhite
clip-res,vase,0.9586666666666667,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500,text_vision_controlled_noBlackWhite
clip-res,abacus,0.8706666666666667,0.01171893055416464,0.006765927710061486,0.01326121831172051,3,1500,text_vision_controlled_noBlackWhite
clip-res,babushkadolls,0.9193333333333333,0.012701705922171777,0.007333333333333339,0.014373333333333346,3,1500,text_vision_controlled_noBlackWhite
clip-res,nailpolish,0.9540000000000001,0.010583005244258372,0.0061101009266077925,0.011975797816151273,3,1500,text_vision_controlled_noBlackWhite
clip-res,axe,0.934,0.00599999999999995,0.0034641016151377257,0.006789639165669942,3,1500,text_vision_controlled_noBlackWhite
clip-res,lei,0.69,0.012165525060596387,0.007023769168568463,0.013766587570394187,3,1500,text_vision_controlled_noBlackWhite
clip-res,bread,0.7486666666666667,0.014047538337136997,0.008110350040397634,0.01589628607917936,3,1500,text_vision_controlled_noBlackWhite
clip-res,fan,0.5946666666666666,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500,text_vision_controlled_noBlackWhite
clip-res,handheldgame,0.7366666666666667,0.0221208800307161,0.012771496040445357,0.0250321322392729,3,1500,text_vision_controlled_noBlackWhite
clip-res,pumpkin,1.0,0.0,0.0,0.0,3,1500,text_vision_controlled_noBlackWhite
clip-res,trophy,0.8466666666666667,0.006110100926607792,0.0035276684147527906,0.006914230092915469,3,1500,text_vision_controlled_noBlackWhite
clip-res,candle,0.8046666666666668,0.008326663997864477,0.0048074017006186215,0.009422507333212498,3,1500,text_vision_controlled_noBlackWhite
clip-res,calculator,0.9826666666666667,0.007023769168568499,0.004055175020198817,0.00794814303958968,3,1500,text_vision_controlled_noBlackWhite
clip-res,rabbit,1.0,0.0,0.0,0.0,3,1500,text_vision_controlled_noBlackWhite
clip-res,sippycup,0.7520000000000001,0.018330302779823376,0.010583005244258372,0.02074269027874641,3,1500,text_vision_controlled_noBlackWhite
clip-res,earrings,1.0,0.0,0.0,0.0,3,1500,text_vision_controlled_noBlackWhite
clip-res,phone,0.9583333333333334,0.0038188130791298944,0.002204792759220508,0.004321393808072196,3,1500,text_vision_controlled_noBlackWhite
clip-res,basket,0.5433333333333333,0.015143755588800743,0.00874325136573601,0.017136772676842577,3,1500,text_vision_controlled_noBlackWhite
clip-res,muffin,0.9966666666666667,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500,text_vision_controlled_noBlackWhite
clip-res,bonzai,0.9013333333333334,0.012858201014657285,0.007423685817106704,0.014550424201529138,3,1500,text_vision_controlled_noBlackWhite
clip-res,cookie,0.5613333333333334,0.0030550504633038477,0.0017638342073763675,0.00345711504645768,3,1500,text_vision_controlled_noBlackWhite
clip-res,keyboard,0.9393333333333332,0.0046188021535169465,0.0026666666666666323,0.0052266666666666,3,1500,text_vision_controlled_noBlackWhite
clip-res,horse,0.9826666666666667,0.010066445913694341,0.005811865258054236,0.011391255905786303,3,1500,text_vision_controlled_noBlackWhite
clip-res,train,0.8433333333333333,0.005033222956847171,0.0029059326290271185,0.005695627952893153,3,1500,text_vision_controlled_noBlackWhite
clip-res,tricycle,0.9786666666666667,0.003055050463303896,0.0017638342073763953,0.0034571150464577345,3,1500,text_vision_controlled_noBlackWhite
clip-res,lipstick,0.8066666666666666,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500,text_vision_controlled_noBlackWhite
clip-res,handbag,0.9446666666666665,0.009237604307033956,0.005333333333333301,0.01045333333333327,3,1500,text_vision_controlled_noBlackWhite
clip-res,microwave,0.8166666666666668,0.01553490693030801,0.008969082698049113,0.017579402088176262,3,1500,text_vision_controlled_noBlackWhite
clip-res,seashell,0.8146666666666667,0.006429100507328579,0.003711842908553315,0.007275212100764498,3,1500,text_vision_controlled_noBlackWhite
clip-res,toothpaste,0.6426666666666666,0.01527525231651948,0.008819171036881977,0.017285575232288675,3,1500,text_vision_controlled_noBlackWhite
clip-res,dresser,0.5953333333333334,0.022744962812309328,0.01313181040239482,0.025738348388693846,3,1500,text_vision_controlled_noBlackWhite
clip-res,handgun,0.9273333333333333,0.008326663997864539,0.004807401700618657,0.009422507333212567,3,1500,text_vision_controlled_noBlackWhite
clip-res,dumbell,0.6593333333333334,0.010263202878893778,0.005925462944877065,0.011613907371959048,3,1500,text_vision_controlled_noBlackWhite
clip-res,meat,0.8186666666666667,0.008326663997864494,0.004807401700618631,0.009422507333212517,3,1500,text_vision_controlled_noBlackWhite
clip-res,powerstrip,0.8066666666666666,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500,text_vision_controlled_noBlackWhite
clip-res,ring,0.9546666666666667,0.0070237691685684995,0.004055175020198818,0.007948143039589682,3,1500,text_vision_controlled_noBlackWhite
clip-res,saltandpeppershake,0.596,0.02306512518934161,0.013316656236958798,0.026100646224439243,3,1500,text_vision_controlled_noBlackWhite
clip-res,bagel,0.9573333333333333,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500,text_vision_controlled_noBlackWhite
clip-res,tree,0.9833333333333334,0.0023094010767585054,0.0013333333333333348,0.002613333333333336,3,1500,text_vision_controlled_noBlackWhite
clip-res,wineglass,0.9833333333333334,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500,text_vision_controlled_noBlackWhite
clip-res,helmet,0.9613333333333333,0.0023094010767585054,0.0013333333333333348,0.002613333333333336,3,1500,text_vision_controlled_noBlackWhite
clip-res,ornament,0.9706666666666667,0.003055050463303896,0.0017638342073763953,0.0034571150464577345,3,1500,text_vision_controlled_noBlackWhite
clip-res,camera,0.85,0.0,0.0,0.0,3,1500,text_vision_controlled_noBlackWhite
clip-res,saddle,0.8373333333333334,0.013012814197295436,0.007512951779723104,0.014725385488257284,3,1500,text_vision_controlled_noBlackWhite
clip-res,doll,0.996,0.0020000000000000018,0.0011547005383792527,0.002263213055223335,3,1500,text_vision_controlled_noBlackWhite
