model,class,seed,accuracy,n_trials,test_type
clip-res,pumpkin,0,1.0,500,text_vision_controlled_noBlackWhite
clip-res,pumpkin,1,1.0,500,text_vision_controlled_noBlackWhite
clip-res,pumpkin,2,1.0,500,text_vision_controlled_noBlackWhite
clip-res,trophy,0,0.848,500,text_vision_controlled_noBlackWhite
clip-res,trophy,1,0.852,500,text_vision_controlled_noBlackWhite
clip-res,trophy,2,0.84,500,text_vision_controlled_noBlackWhite
clip-res,candle,0,0.798,500,text_vision_controlled_noBlackWhite
clip-res,candle,1,0.802,500,text_vision_controlled_noBlackWhite
clip-res,candle,2,0.814,500,text_vision_controlled_noBlackWhite
clip-res,calculator,0,0.976,500,text_vision_controlled_noBlackWhite
clip-res,calculator,1,0.99,500,text_vision_controlled_noBlackWhite
clip-res,calculator,2,0.982,500,text_vision_controlled_noBlackWhite
clip-res,rabbit,0,1.0,500,text_vision_controlled_noBlackWhite
clip-res,rabbit,1,1.0,500,text_vision_controlled_noBlackWhite
clip-res,rabbit,2,1.0,500,text_vision_controlled_noBlackWhite
clip-res,sippycup,0,0.736,500,text_vision_controlled_noBlackWhite
clip-res,sippycup,1,0.772,500,text_vision_controlled_noBlackWhite
clip-res,sippycup,2,0.748,500,text_vision_controlled_noBlackWhite
clip-res,earrings,0,1.0,500,text_vision_controlled_noBlackWhite
clip-res,earrings,1,1.0,500,text_vision_controlled_noBlackWhite
clip-res,earrings,2,1.0,500,text_vision_controlled_noBlackWhite
clip-res,phone,0,0.9575,500,text_vision_controlled_noBlackWhite
clip-res,phone,1,0.955,500,text_vision_controlled_noBlackWhite
clip-res,phone,2,0.9625,500,text_vision_controlled_noBlackWhite
clip-res,basket,0,0.526,500,text_vision_controlled_noBlackWhite
clip-res,basket,1,0.55,500,text_vision_controlled_noBlackWhite
clip-res,basket,2,0.554,500,text_vision_controlled_noBlackWhite
clip-res,muffin,0,0.996,500,text_vision_controlled_noBlackWhite
clip-res,muffin,1,0.996,500,text_vision_controlled_noBlackWhite
clip-res,muffin,2,0.998,500,text_vision_controlled_noBlackWhite
clip-res,bonzai,0,0.896,500,text_vision_controlled_noBlackWhite
clip-res,bonzai,1,0.916,500,text_vision_controlled_noBlackWhite
clip-res,bonzai,2,0.892,500,text_vision_controlled_noBlackWhite
clip-res,cookie,0,0.564,500,text_vision_controlled_noBlackWhite
clip-res,cookie,1,0.562,500,text_vision_controlled_noBlackWhite
clip-res,cookie,2,0.558,500,text_vision_controlled_noBlackWhite
clip-res,keyboard,0,0.942,500,text_vision_controlled_noBlackWhite
clip-res,keyboard,1,0.934,500,text_vision_controlled_noBlackWhite
clip-res,keyboard,2,0.942,500,text_vision_controlled_noBlackWhite
clip-res,horse,0,0.992,500,text_vision_controlled_noBlackWhite
clip-res,horse,1,0.984,500,text_vision_controlled_noBlackWhite
clip-res,horse,2,0.972,500,text_vision_controlled_noBlackWhite
clip-res,train,0,0.848,500,text_vision_controlled_noBlackWhite
clip-res,train,1,0.838,500,text_vision_controlled_noBlackWhite
clip-res,train,2,0.844,500,text_vision_controlled_noBlackWhite
clip-res,tricycle,0,0.978,500,text_vision_controlled_noBlackWhite
clip-res,tricycle,1,0.976,500,text_vision_controlled_noBlackWhite
clip-res,tricycle,2,0.982,500,text_vision_controlled_noBlackWhite
clip-res,lipstick,0,0.806,500,text_vision_controlled_noBlackWhite
clip-res,lipstick,1,0.804,500,text_vision_controlled_noBlackWhite
clip-res,lipstick,2,0.81,500,text_vision_controlled_noBlackWhite
clip-res,handbag,0,0.934,500,text_vision_controlled_noBlackWhite
clip-res,handbag,1,0.95,500,text_vision_controlled_noBlackWhite
clip-res,handbag,2,0.95,500,text_vision_controlled_noBlackWhite
clip-res,microwave,0,0.834,500,text_vision_controlled_noBlackWhite
clip-res,microwave,1,0.812,500,text_vision_controlled_noBlackWhite
clip-res,microwave,2,0.804,500,text_vision_controlled_noBlackWhite
clip-res,seashell,0,0.812,500,text_vision_controlled_noBlackWhite
clip-res,seashell,1,0.81,500,text_vision_controlled_noBlackWhite
clip-res,seashell,2,0.822,500,text_vision_controlled_noBlackWhite
clip-res,toothpaste,0,0.626,500,text_vision_controlled_noBlackWhite
clip-res,toothpaste,1,0.646,500,text_vision_controlled_noBlackWhite
clip-res,toothpaste,2,0.656,500,text_vision_controlled_noBlackWhite
clip-res,dresser,0,0.57,500,text_vision_controlled_noBlackWhite
clip-res,dresser,1,0.602,500,text_vision_controlled_noBlackWhite
clip-res,dresser,2,0.614,500,text_vision_controlled_noBlackWhite
clip-res,handgun,0,0.918,500,text_vision_controlled_noBlackWhite
clip-res,handgun,1,0.93,500,text_vision_controlled_noBlackWhite
clip-res,handgun,2,0.934,500,text_vision_controlled_noBlackWhite
clip-res,dumbell,0,0.648,500,text_vision_controlled_noBlackWhite
clip-res,dumbell,1,0.668,500,text_vision_controlled_noBlackWhite
clip-res,dumbell,2,0.662,500,text_vision_controlled_noBlackWhite
clip-res,meat,0,0.816,500,text_vision_controlled_noBlackWhite
clip-res,meat,1,0.828,500,text_vision_controlled_noBlackWhite
clip-res,meat,2,0.812,500,text_vision_controlled_noBlackWhite
clip-res,powerstrip,0,0.802,500,text_vision_controlled_noBlackWhite
clip-res,powerstrip,1,0.81,500,text_vision_controlled_noBlackWhite
clip-res,powerstrip,2,0.808,500,text_vision_controlled_noBlackWhite
clip-res,ring,0,0.962,500,text_vision_controlled_noBlackWhite
clip-res,ring,1,0.954,500,text_vision_controlled_noBlackWhite
clip-res,ring,2,0.948,500,text_vision_controlled_noBlackWhite
clip-res,saltandpeppershake,0,0.618,500,text_vision_controlled_noBlackWhite
clip-res,saltandpeppershake,1,0.598,500,text_vision_controlled_noBlackWhite
clip-res,saltandpeppershake,2,0.572,500,text_vision_controlled_noBlackWhite
clip-res,bagel,0,0.956,500,text_vision_controlled_noBlackWhite
clip-res,bagel,1,0.962,500,text_vision_controlled_noBlackWhite
clip-res,bagel,2,0.954,500,text_vision_controlled_noBlackWhite
clip-res,tree,0,0.986,500,text_vision_controlled_noBlackWhite
clip-res,tree,1,0.982,500,text_vision_controlled_noBlackWhite
clip-res,tree,2,0.982,500,text_vision_controlled_noBlackWhite
clip-res,wineglass,0,0.988,500,text_vision_controlled_noBlackWhite
clip-res,wineglass,1,0.98,500,text_vision_controlled_noBlackWhite
clip-res,wineglass,2,0.982,500,text_vision_controlled_noBlackWhite
clip-res,helmet,0,0.964,500,text_vision_controlled_noBlackWhite
clip-res,helmet,1,0.96,500,text_vision_controlled_noBlackWhite
clip-res,helmet,2,0.96,500,text_vision_controlled_noBlackWhite
