model,class,mean_accuracy,std,se,ci95,n_seeds,total_trials
cvcl-resnext,phone,0.2708333333333333,0.11342214657346833,0.06548430685625713,0.12834924143826398,3,1500
cvcl-resnext,trumpet,0.2962962962962963,0.03539169417336369,0.02043340415806844,0.040049472149814136,3,1500
clip-res,doll,0.3222222222222222,0.007349309197401646,0.0042431256434776335,0.008316526261216161,3,1500
clip-res,bonzai,0.3064814814814815,0.02625453125695896,0.0151580606886527,0.02970979894975929,3,1500
clip-res,pipe,0.27314814814814814,0.03255258487267953,0.018794243639059665,0.03683671753255694,3,1500
clip-res,tennisracquet,0.0,0.0,0.0,0.0,3,1500
clip-res,pitcher,0.32870370370370366,0.009755234956345149,0.0056321875280539195,0.01103908755498568,3,1500
clip-res,lock,0.25277777777777777,0.0100154202096222,0.005782405554072596,0.011333514885982287,3,1500
clip-res,ornament,0.33055555555555555,0.022047927592204905,0.01272937693043288,0.02494957878364844,3,1500
clip-res,vase,0.33240740740740743,0.02917768751220136,0.016845745739500238,0.033017661649420466,3,1500
clip-res,ring,0.2898148148148148,0.010516496936667168,0.006071702337316664,0.011900536581140661,3,1500
clip-res,rabbit,0.4388888888888889,0.012108052620946304,0.006990587440065503,0.013701551382528385,3,1500
clip-res,babushkadolls,0.2814814814814815,0.020475318877311074,0.011821430865558974,0.023170004496495592,3,1500
clip-res,train,0.31296296296296294,0.016972502573910513,0.009799078929868851,0.019206194702542947,3,1500
clip-res,nailpolish,0.3194444444444444,0.021695137988629584,0.012525693757841367,0.024550359765369078,3,1500
clip-res,lei,0.42870370370370375,0.022280017436140682,0.012863374064305379,0.02521221316603854,3,1500
clip-res,telescope,0.29814814814814816,0.013127265628479474,0.007579030344326347,0.01485489947487964,3,1500
clip-res,camera,0.2564814814814815,0.021576259625427856,0.012457059302846027,0.024415836233578216,3,1500
clip-res,wineglass,0.31666666666666665,0.02421610524189264,0.013981174880131024,0.027403102765056808,3,1500
clip-res,fan,0.35555555555555557,0.012108052620946304,0.006990587440065503,0.013701551382528385,3,1500
clip-res,sodacan,0.36574074074074076,0.01697250257391052,0.009799078929868855,0.019206194702542954,3,1500
clip-res,seashell,0.34074074074074073,0.012830005981991702,0.007407407407407418,0.01451851851851854,3,1500
clip-res,handgun,0.3138888888888889,0.043390275977259196,0.02505138751568275,0.04910071953073819,3,1500
clip-res,pillow,0.2888888888888889,0.015466012118972288,0.008929306260178665,0.017501440269950184,3,1500
clip-res,sippycup,0.3416666666666666,0.012108052620946304,0.006990587440065503,0.013701551382528385,3,1500
clip-res,tricycle,0.2962962962962963,0.015795113064103684,0.009119312779440837,0.01787385304770404,3,1500
clip-res,cookie,0.2851851851851852,0.008929306260178651,0.005155337372990755,0.01010446125106188,3,1500
clip-res,trophy,0.29537037037037034,0.013127265628479474,0.007579030344326347,0.01485489947487964,3,1500
clip-res,butterfly,0.35000000000000003,0.03203489609630777,0.01849535588466498,0.036250897533943366,3,1500
clip-res,lantern,0.28425925925925927,0.027263762711732326,0.01574074074074074,0.03085185185185185,3,1500
clip-res,axe,0.2712962962962963,0.033371891279518714,0.019267270413597055,0.03776385001065023,3,1500
clip-res,candle,0.3527777777777778,0.014433756729740625,0.008333333333333323,0.01633333333333331,3,1500
clip-res,pen,0.36388888888888893,0.00962250448649376,0.005555555555555555,0.010888888888888887,3,1500
clip-res,stool,0.3268518518518519,0.019707219123882173,0.011377968266152314,0.02230081780165854,3,1500
clip-res,handheldgame,0.28425925925925927,0.009755234956345123,0.005632187528053904,0.011039087554985652,3,1500
clip-res,muffin,0.3351851851851852,0.020848759720736496,0.012037037037037044,0.023592592592592606,3,1500
clip-res,powerstrip,0.3055555555555556,0.03203489609630777,0.01849535588466498,0.036250897533943366,3,1500
clip-res,bread,0.28425925925925927,0.020094939272417314,0.011601818598279318,0.022739564452627464,3,1500
clip-res,helmet,0.3092592592592593,0.02362472374476495,0.01363974061357059,0.026733891602598352,3,1500
clip-res,meat,0.3037037037037037,0.023949105845143634,0.013827022706544517,0.027100964504827255,3,1500
clip-res,dresser,0.3101851851851852,0.01849535588466497,0.01067829869876925,0.020929465449587733,3,1500
clip-res,saddle,0.2740740740740741,0.017858612520357323,0.010310674745981522,0.020208922502123784,3,1500
clip-res,stapler,0.28518518518518515,0.012525693757841384,0.007231712662876539,0.014174156819238016,3,1500
clip-res,handbag,0.2601851851851852,0.04683940692571014,0.027042744197241172,0.0530037786265927,3,1500
clip-res,apple,0.34814814814814815,0.016972502573910513,0.009799078929868851,0.019206194702542947,3,1500
clip-res,basket,0.2564814814814815,0.01627629243633978,0.009397121819529843,0.01841835876627849,3,1500
clip-res,headband,0.2648148148148148,0.00848625128695526,0.004899539464934427,0.009603097351271477,3,1500
clip-res,microwave,0.2416666666666667,0.007349309197401641,0.00424312564347763,0.008316526261216156,3,1500
clip-res,grill,0.2796296296296296,0.0042431256434776144,0.002449769732467205,0.004801548675635722,3,1500
clip-res,calculator,0.275,0.007349309197401646,0.0042431256434776335,0.008316526261216161,3,1500
clip-res,keyboard,0.2638888888888889,0.007349309197401646,0.0042431256434776335,0.008316526261216161,3,1500
clip-res,suitcase,0.26944444444444443,0.03154949081000154,0.01821510701195001,0.03570160974342203,3,1500
clip-res,bird,0.344047619047619,0.03431794120333231,0.019813472591777657,0.03883440627988421,3,1500
clip-res,bagel,0.28611111111111115,0.02169513798862958,0.012525693757841365,0.024550359765369074,3,1500
clip-res,dumbell,0.3,0.012108052620946304,0.006990587440065503,0.013701551382528385,3,1500
clip-res,toothpaste,0.31388888888888883,0.022737091032979034,0.013127265628479472,0.025729440631819766,3,1500
clip-res,goggle,0.33981481481481485,0.014254448442908015,0.008229809645662585,0.016130426905498665,3,1500
clip-res,tree,0.29537037037037034,0.01674364937039363,0.00966695047121347,0.018947222923578397,3,1500
clip-res,abacus,0.27777777777777785,0.017347216662217765,0.010015420209622188,0.01963022361085949,3,1500
clip-res,saltandpeppershake,0.3416666666666666,0.009622504486493762,0.005555555555555556,0.010888888888888889,3,1500
clip-res,horse,0.3157407407407407,0.018495355884665,0.010678298698769267,0.020929465449587764,3,1500
clip-res,doorknob,0.31388888888888894,0.03203489609630777,0.01849535588466498,0.036250897533943366,3,1500
clip-res,earrings,0.36481481481481487,0.03097357163644025,0.017882599922062935,0.035049895847243356,3,1500
clip-res,lipstick,0.3101851851851852,0.023129622216290377,0.013353893612829598,0.026173631481146015,3,1500
clip-res,bell,0.39814814814814814,0.022452510468485454,0.012962962962962968,0.025407407407407417,3,1500
clip-res,pumpkin,0.19444444444444442,0.04194352464039306,0.024216105241892636,0.04746356627410957,3,1500
clip-res,phone,0.375,0.07603453162872774,0.043898557303553076,0.08604117231496403,3,1500
clip-res,trumpet,0.2657407407407408,0.011564811108145194,0.0066769468064148026,0.013086815740573013,3,1500
