model,class,seed,accuracy,n_trials,test_type
cvcl-resnext,dumbell,2,0.27,500,scdt_text_vision
cvcl-resnext,cookie,0,0.246,500,scdt_text_vision
cvcl-resnext,cookie,1,0.258,500,scdt_text_vision
cvcl-resnext,cookie,2,0.244,500,scdt_text_vision
cvcl-resnext,babushkadolls,0,0.316,500,scdt_text_vision
cvcl-resnext,babushkadolls,1,0.226,500,scdt_text_vision
cvcl-resnext,babushkadolls,2,0.27,500,scdt_text_vision
cvcl-resnext,basket,0,0.248,500,scdt_text_vision
cvcl-resnext,basket,1,0.192,500,scdt_text_vision
cvcl-resnext,basket,2,0.2,500,scdt_text_vision
cvcl-resnext,toothpaste,0,0.246,500,scdt_text_vision
cvcl-resnext,toothpaste,1,0.232,500,scdt_text_vision
cvcl-resnext,toothpaste,2,0.286,500,scdt_text_vision
cvcl-resnext,handgun,0,0.388,500,scdt_text_vision
cvcl-resnext,handgun,1,0.422,500,scdt_text_vision
cvcl-resnext,handgun,2,0.314,500,scdt_text_vision
cvcl-resnext,pen,0,0.328,500,scdt_text_vision
cvcl-resnext,pen,1,0.238,500,scdt_text_vision
cvcl-resnext,pen,2,0.25,500,scdt_text_vision
cvcl-resnext,keyboard,0,0.128,500,scdt_text_vision
cvcl-resnext,keyboard,1,0.188,500,scdt_text_vision
cvcl-resnext,keyboard,2,0.11,500,scdt_text_vision
cvcl-resnext,headband,0,0.292,500,scdt_text_vision
cvcl-resnext,headband,1,0.156,500,scdt_text_vision
cvcl-resnext,headband,2,0.234,500,scdt_text_vision
cvcl-resnext,telescope,0,0.356,500,scdt_text_vision
cvcl-resnext,telescope,1,0.386,500,scdt_text_vision
cvcl-resnext,telescope,2,0.384,500,scdt_text_vision
cvcl-resnext,rabbit,0,0.31,500,scdt_text_vision
cvcl-resnext,rabbit,1,0.346,500,scdt_text_vision
cvcl-resnext,rabbit,2,0.32,500,scdt_text_vision
cvcl-resnext,stapler,0,0.384,500,scdt_text_vision
cvcl-resnext,stapler,1,0.48,500,scdt_text_vision
cvcl-resnext,stapler,2,0.282,500,scdt_text_vision
cvcl-resnext,stool,0,0.28,500,scdt_text_vision
cvcl-resnext,stool,1,0.302,500,scdt_text_vision
cvcl-resnext,stool,2,0.216,500,scdt_text_vision
cvcl-resnext,ring,0,0.28,500,scdt_text_vision
cvcl-resnext,ring,1,0.352,500,scdt_text_vision
cvcl-resnext,ring,2,0.162,500,scdt_text_vision
cvcl-resnext,helmet,0,0.25,500,scdt_text_vision
cvcl-resnext,helmet,1,0.354,500,scdt_text_vision
cvcl-resnext,helmet,2,0.292,500,scdt_text_vision
cvcl-resnext,handbag,0,0.308,500,scdt_text_vision
cvcl-resnext,handbag,1,0.386,500,scdt_text_vision
cvcl-resnext,handbag,2,0.28,500,scdt_text_vision
cvcl-resnext,abacus,0,0.246,500,scdt_text_vision
cvcl-resnext,abacus,1,0.214,500,scdt_text_vision
cvcl-resnext,abacus,2,0.214,500,scdt_text_vision
cvcl-resnext,muffin,0,0.414,500,scdt_text_vision
cvcl-resnext,muffin,1,0.382,500,scdt_text_vision
cvcl-resnext,muffin,2,0.354,500,scdt_text_vision
cvcl-resnext,doll,0,0.364,500,scdt_text_vision
cvcl-resnext,doll,1,0.402,500,scdt_text_vision
cvcl-resnext,doll,2,0.364,500,scdt_text_vision
cvcl-resnext,tricycle,0,0.36,500,scdt_text_vision
cvcl-resnext,tricycle,1,0.346,500,scdt_text_vision
cvcl-resnext,tricycle,2,0.272,500,scdt_text_vision
cvcl-resnext,dresser,0,0.328,500,scdt_text_vision
cvcl-resnext,dresser,1,0.126,500,scdt_text_vision
cvcl-resnext,dresser,2,0.198,500,scdt_text_vision
cvcl-resnext,lock,0,0.3075,500,scdt_text_vision
cvcl-resnext,lock,1,0.295,500,scdt_text_vision
cvcl-resnext,lock,2,0.31,500,scdt_text_vision
cvcl-resnext,pipe,0,0.284,500,scdt_text_vision
cvcl-resnext,pipe,1,0.26,500,scdt_text_vision
cvcl-resnext,pipe,2,0.284,500,scdt_text_vision
cvcl-resnext,axe,0,0.332,500,scdt_text_vision
cvcl-resnext,axe,1,0.386,500,scdt_text_vision
cvcl-resnext,axe,2,0.406,500,scdt_text_vision
cvcl-resnext,camera,0,0.168,500,scdt_text_vision
cvcl-resnext,camera,1,0.178,500,scdt_text_vision
cvcl-resnext,camera,2,0.258,500,scdt_text_vision
cvcl-resnext,earrings,0,0.274,500,scdt_text_vision
cvcl-resnext,earrings,1,0.304,500,scdt_text_vision
cvcl-resnext,earrings,2,0.27,500,scdt_text_vision
cvcl-resnext,lantern,0,0.188,500,scdt_text_vision
cvcl-resnext,lantern,1,0.324,500,scdt_text_vision
cvcl-resnext,lantern,2,0.25,500,scdt_text_vision
cvcl-resnext,phone,0,0.24,500,scdt_text_vision
cvcl-resnext,phone,1,0.37333333333333335,500,scdt_text_vision
cvcl-resnext,phone,2,0.3566666666666667,500,scdt_text_vision
cvcl-resnext,horse,0,0.318,500,scdt_text_vision
cvcl-resnext,horse,1,0.304,500,scdt_text_vision
cvcl-resnext,horse,2,0.282,500,scdt_text_vision
cvcl-resnext,trophy,0,0.362,500,scdt_text_vision
cvcl-resnext,trophy,1,0.404,500,scdt_text_vision
cvcl-resnext,trophy,2,0.35,500,scdt_text_vision
cvcl-resnext,pillow,0,0.2175,500,scdt_text_vision
cvcl-resnext,pillow,1,0.2575,500,scdt_text_vision
cvcl-resnext,pillow,2,0.1475,500,scdt_text_vision
cvcl-resnext,butterfly,0,0.18,500,scdt_text_vision
cvcl-resnext,butterfly,1,0.196,500,scdt_text_vision
cvcl-resnext,butterfly,2,0.238,500,scdt_text_vision
cvcl-resnext,trumpet,0,0.342,500,scdt_text_vision
cvcl-resnext,trumpet,1,0.304,500,scdt_text_vision
cvcl-resnext,trumpet,2,0.246,500,scdt_text_vision
cvcl-resnext,bread,0,0.286,500,scdt_text_vision
cvcl-resnext,bread,1,0.272,500,scdt_text_vision
cvcl-resnext,bread,2,0.23,500,scdt_text_vision
cvcl-resnext,calculator,0,0.28,500,scdt_text_vision
cvcl-resnext,calculator,1,0.172,500,scdt_text_vision
cvcl-resnext,calculator,2,0.12,500,scdt_text_vision
cvcl-resnext,meat,0,0.28,500,scdt_text_vision
cvcl-resnext,meat,1,0.272,500,scdt_text_vision
cvcl-resnext,meat,2,0.26,500,scdt_text_vision
cvcl-resnext,powerstrip,0,0.43,500,scdt_text_vision
cvcl-resnext,powerstrip,1,0.394,500,scdt_text_vision
cvcl-resnext,powerstrip,2,0.318,500,scdt_text_vision
cvcl-resnext,bell,0,0.242,500,scdt_text_vision
cvcl-resnext,bell,1,0.274,500,scdt_text_vision
cvcl-resnext,bell,2,0.282,500,scdt_text_vision
cvcl-resnext,lipstick,0,0.324,500,scdt_text_vision
cvcl-resnext,lipstick,1,0.344,500,scdt_text_vision
cvcl-resnext,lipstick,2,0.298,500,scdt_text_vision
cvcl-resnext,sippycup,0,0.082,500,scdt_text_vision
cvcl-resnext,sippycup,1,0.134,500,scdt_text_vision
cvcl-resnext,sippycup,2,0.086,500,scdt_text_vision
cvcl-resnext,bonzai,0,0.44,500,scdt_text_vision
cvcl-resnext,bonzai,1,0.43,500,scdt_text_vision
cvcl-resnext,bonzai,2,0.374,500,scdt_text_vision
cvcl-resnext,sodacan,0,0.226,500,scdt_text_vision
cvcl-resnext,sodacan,1,0.284,500,scdt_text_vision
cvcl-resnext,sodacan,2,0.27,500,scdt_text_vision
cvcl-resnext,tree,0,0.272,500,scdt_text_vision
cvcl-resnext,tree,1,0.24,500,scdt_text_vision
cvcl-resnext,tree,2,0.236,500,scdt_text_vision
cvcl-resnext,bird,0,0.3825,500,scdt_text_vision
cvcl-resnext,bird,1,0.315,500,scdt_text_vision
cvcl-resnext,bird,2,0.3475,500,scdt_text_vision
cvcl-resnext,handheldgame,0,0.234,500,scdt_text_vision
cvcl-resnext,handheldgame,1,0.142,500,scdt_text_vision
cvcl-resnext,handheldgame,2,0.234,500,scdt_text_vision
cvcl-resnext,saddle,0,0.296,500,scdt_text_vision
cvcl-resnext,saddle,1,0.262,500,scdt_text_vision
cvcl-resnext,saddle,2,0.258,500,scdt_text_vision
cvcl-resnext,seashell,0,0.27,500,scdt_text_vision
cvcl-resnext,seashell,1,0.32,500,scdt_text_vision
cvcl-resnext,seashell,2,0.334,500,scdt_text_vision
cvcl-resnext,candle,0,0.316,500,scdt_text_vision
cvcl-resnext,candle,1,0.34,500,scdt_text_vision
cvcl-resnext,candle,2,0.248,500,scdt_text_vision
cvcl-resnext,goggle,0,0.324,500,scdt_text_vision
cvcl-resnext,goggle,1,0.28,500,scdt_text_vision
cvcl-resnext,goggle,2,0.31,500,scdt_text_vision
cvcl-resnext,lei,0,0.478,500,scdt_text_vision
cvcl-resnext,lei,1,0.492,500,scdt_text_vision
cvcl-resnext,lei,2,0.464,500,scdt_text_vision
cvcl-resnext,pumpkin,0,0.2075,500,scdt_text_vision
cvcl-resnext,pumpkin,1,0.215,500,scdt_text_vision
cvcl-resnext,pumpkin,2,0.1775,500,scdt_text_vision
cvcl-resnext,nailpolish,0,0.402,500,scdt_text_vision
cvcl-resnext,nailpolish,1,0.358,500,scdt_text_vision
cvcl-resnext,nailpolish,2,0.388,500,scdt_text_vision
clip-res,grill,0,0.27,500,scdt_text_vision
clip-res,grill,1,0.2125,500,scdt_text_vision
clip-res,grill,2,0.2525,500,scdt_text_vision
clip-res,tennisracquet,0,0.0,500,scdt_text_vision
clip-res,tennisracquet,1,0.0,500,scdt_text_vision
clip-res,tennisracquet,2,0.0,500,scdt_text_vision
clip-res,suitcase,0,0.244,500,scdt_text_vision
clip-res,suitcase,1,0.246,500,scdt_text_vision
clip-res,suitcase,2,0.254,500,scdt_text_vision
clip-res,bagel,0,0.296,500,scdt_text_vision
clip-res,bagel,1,0.28,500,scdt_text_vision
clip-res,bagel,2,0.254,500,scdt_text_vision
clip-res,train,0,0.262,500,scdt_text_vision
clip-res,train,1,0.27,500,scdt_text_vision
clip-res,train,2,0.274,500,scdt_text_vision
clip-res,microwave,0,0.288,500,scdt_text_vision
clip-res,microwave,1,0.268,500,scdt_text_vision
clip-res,microwave,2,0.23,500,scdt_text_vision
clip-res,ornament,0,0.368,500,scdt_text_vision
clip-res,ornament,1,0.338,500,scdt_text_vision
clip-res,ornament,2,0.364,500,scdt_text_vision
clip-res,saltandpeppershake,0,0.326,500,scdt_text_vision
clip-res,saltandpeppershake,1,0.316,500,scdt_text_vision
clip-res,saltandpeppershake,2,0.322,500,scdt_text_vision
clip-res,apple,0,0.312,500,scdt_text_vision
clip-res,apple,1,0.33,500,scdt_text_vision
clip-res,apple,2,0.318,500,scdt_text_vision
clip-res,vase,0,0.272,500,scdt_text_vision
clip-res,vase,1,0.252,500,scdt_text_vision
clip-res,vase,2,0.274,500,scdt_text_vision
clip-res,fan,0,0.266,500,scdt_text_vision
clip-res,fan,1,0.274,500,scdt_text_vision
clip-res,fan,2,0.26,500,scdt_text_vision
clip-res,doorknob,0,0.288,500,scdt_text_vision
clip-res,doorknob,1,0.258,500,scdt_text_vision
clip-res,doorknob,2,0.25,500,scdt_text_vision
clip-res,rug,0,0.272,500,scdt_text_vision
clip-res,rug,1,0.286,500,scdt_text_vision
clip-res,rug,2,0.278,500,scdt_text_vision
clip-res,pitcher,0,0.304,500,scdt_text_vision
clip-res,pitcher,1,0.236,500,scdt_text_vision
clip-res,pitcher,2,0.248,500,scdt_text_vision
clip-res,wineglass,0,0.312,500,scdt_text_vision
clip-res,wineglass,1,0.254,500,scdt_text_vision
clip-res,wineglass,2,0.3,500,scdt_text_vision
clip-res,dumbell,0,0.234,500,scdt_text_vision
clip-res,dumbell,1,0.26,500,scdt_text_vision
clip-res,dumbell,2,0.266,500,scdt_text_vision
clip-res,cookie,0,0.302,500,scdt_text_vision
clip-res,cookie,1,0.314,500,scdt_text_vision
clip-res,cookie,2,0.34,500,scdt_text_vision
clip-res,babushkadolls,0,0.328,500,scdt_text_vision
clip-res,babushkadolls,1,0.296,500,scdt_text_vision
clip-res,babushkadolls,2,0.296,500,scdt_text_vision
clip-res,basket,0,0.296,500,scdt_text_vision
clip-res,basket,1,0.262,500,scdt_text_vision
clip-res,basket,2,0.274,500,scdt_text_vision
clip-res,toothpaste,0,0.274,500,scdt_text_vision
clip-res,toothpaste,1,0.316,500,scdt_text_vision
clip-res,toothpaste,2,0.324,500,scdt_text_vision
clip-res,handgun,0,0.234,500,scdt_text_vision
clip-res,handgun,1,0.218,500,scdt_text_vision
clip-res,handgun,2,0.276,500,scdt_text_vision
clip-res,pen,0,0.276,500,scdt_text_vision
clip-res,pen,1,0.266,500,scdt_text_vision
clip-res,pen,2,0.278,500,scdt_text_vision
clip-res,keyboard,0,0.276,500,scdt_text_vision
clip-res,keyboard,1,0.318,500,scdt_text_vision
clip-res,keyboard,2,0.27,500,scdt_text_vision
clip-res,headband,0,0.232,500,scdt_text_vision
clip-res,headband,1,0.234,500,scdt_text_vision
clip-res,headband,2,0.246,500,scdt_text_vision
clip-res,telescope,0,0.22,500,scdt_text_vision
clip-res,telescope,1,0.276,500,scdt_text_vision
clip-res,telescope,2,0.244,500,scdt_text_vision
clip-res,rabbit,0,0.362,500,scdt_text_vision
clip-res,rabbit,1,0.374,500,scdt_text_vision
clip-res,rabbit,2,0.408,500,scdt_text_vision
clip-res,stapler,0,0.252,500,scdt_text_vision
clip-res,stapler,1,0.226,500,scdt_text_vision
clip-res,stapler,2,0.262,500,scdt_text_vision
clip-res,stool,0,0.238,500,scdt_text_vision
clip-res,stool,1,0.272,500,scdt_text_vision
clip-res,stool,2,0.23,500,scdt_text_vision
clip-res,ring,0,0.224,500,scdt_text_vision
clip-res,ring,1,0.248,500,scdt_text_vision
clip-res,ring,2,0.236,500,scdt_text_vision
clip-res,helmet,0,0.226,500,scdt_text_vision
clip-res,helmet,1,0.24,500,scdt_text_vision
clip-res,helmet,2,0.256,500,scdt_text_vision
clip-res,handbag,0,0.276,500,scdt_text_vision
clip-res,handbag,1,0.276,500,scdt_text_vision
clip-res,handbag,2,0.222,500,scdt_text_vision
clip-res,abacus,0,0.304,500,scdt_text_vision
clip-res,abacus,1,0.286,500,scdt_text_vision
clip-res,abacus,2,0.306,500,scdt_text_vision
clip-res,muffin,0,0.302,500,scdt_text_vision
clip-res,muffin,1,0.282,500,scdt_text_vision
clip-res,muffin,2,0.324,500,scdt_text_vision
clip-res,doll,0,0.324,500,scdt_text_vision
clip-res,doll,1,0.38,500,scdt_text_vision
clip-res,doll,2,0.388,500,scdt_text_vision
clip-res,tricycle,0,0.22,500,scdt_text_vision
clip-res,tricycle,1,0.25,500,scdt_text_vision
clip-res,tricycle,2,0.292,500,scdt_text_vision
clip-res,dresser,0,0.236,500,scdt_text_vision
clip-res,dresser,1,0.196,500,scdt_text_vision
clip-res,dresser,2,0.258,500,scdt_text_vision
clip-res,lock,0,0.255,500,scdt_text_vision
clip-res,lock,1,0.26,500,scdt_text_vision
clip-res,lock,2,0.2625,500,scdt_text_vision
clip-res,pipe,0,0.292,500,scdt_text_vision
clip-res,pipe,1,0.256,500,scdt_text_vision
clip-res,pipe,2,0.21,500,scdt_text_vision
clip-res,axe,0,0.346,500,scdt_text_vision
clip-res,axe,1,0.352,500,scdt_text_vision
clip-res,axe,2,0.342,500,scdt_text_vision
clip-res,camera,0,0.268,500,scdt_text_vision
clip-res,camera,1,0.252,500,scdt_text_vision
clip-res,camera,2,0.298,500,scdt_text_vision
clip-res,earrings,0,0.326,500,scdt_text_vision
clip-res,earrings,1,0.332,500,scdt_text_vision
clip-res,earrings,2,0.382,500,scdt_text_vision
clip-res,lantern,0,0.382,500,scdt_text_vision
clip-res,lantern,1,0.386,500,scdt_text_vision
clip-res,lantern,2,0.368,500,scdt_text_vision
clip-res,phone,0,0.33666666666666667,500,scdt_text_vision
clip-res,phone,1,0.2966666666666667,500,scdt_text_vision
clip-res,phone,2,0.35333333333333333,500,scdt_text_vision
clip-res,horse,0,0.33,500,scdt_text_vision
clip-res,horse,1,0.352,500,scdt_text_vision
clip-res,horse,2,0.344,500,scdt_text_vision
clip-res,trophy,0,0.276,500,scdt_text_vision
clip-res,trophy,1,0.284,500,scdt_text_vision
clip-res,trophy,2,0.272,500,scdt_text_vision
clip-res,pillow,0,0.2675,500,scdt_text_vision
clip-res,pillow,1,0.2675,500,scdt_text_vision
clip-res,pillow,2,0.2775,500,scdt_text_vision
clip-res,butterfly,0,0.27,500,scdt_text_vision
clip-res,butterfly,1,0.242,500,scdt_text_vision
clip-res,butterfly,2,0.23,500,scdt_text_vision
clip-res,trumpet,0,0.246,500,scdt_text_vision
clip-res,trumpet,1,0.266,500,scdt_text_vision
clip-res,trumpet,2,0.288,500,scdt_text_vision
clip-res,bread,0,0.304,500,scdt_text_vision
clip-res,bread,1,0.344,500,scdt_text_vision
clip-res,bread,2,0.284,500,scdt_text_vision
clip-res,calculator,0,0.3,500,scdt_text_vision
clip-res,calculator,1,0.3,500,scdt_text_vision
clip-res,calculator,2,0.314,500,scdt_text_vision
clip-res,meat,0,0.256,500,scdt_text_vision
clip-res,meat,1,0.236,500,scdt_text_vision
clip-res,meat,2,0.24,500,scdt_text_vision
clip-res,powerstrip,0,0.24,500,scdt_text_vision
clip-res,powerstrip,1,0.27,500,scdt_text_vision
clip-res,powerstrip,2,0.238,500,scdt_text_vision
clip-res,bell,0,0.232,500,scdt_text_vision
clip-res,bell,1,0.226,500,scdt_text_vision
clip-res,bell,2,0.236,500,scdt_text_vision
clip-res,lipstick,0,0.212,500,scdt_text_vision
clip-res,lipstick,1,0.226,500,scdt_text_vision
clip-res,lipstick,2,0.28,500,scdt_text_vision
clip-res,sippycup,0,0.332,500,scdt_text_vision
clip-res,sippycup,1,0.346,500,scdt_text_vision
clip-res,sippycup,2,0.318,500,scdt_text_vision
clip-res,bonzai,0,0.256,500,scdt_text_vision
clip-res,bonzai,1,0.242,500,scdt_text_vision
clip-res,bonzai,2,0.234,500,scdt_text_vision
clip-res,sodacan,0,0.422,500,scdt_text_vision
clip-res,sodacan,1,0.422,500,scdt_text_vision
clip-res,sodacan,2,0.43,500,scdt_text_vision
clip-res,tree,0,0.312,500,scdt_text_vision
clip-res,tree,1,0.3,500,scdt_text_vision
clip-res,tree,2,0.282,500,scdt_text_vision
clip-res,bird,0,0.365,500,scdt_text_vision
clip-res,bird,1,0.36,500,scdt_text_vision
clip-res,bird,2,0.3375,500,scdt_text_vision
clip-res,handheldgame,0,0.354,500,scdt_text_vision
clip-res,handheldgame,1,0.39,500,scdt_text_vision
clip-res,handheldgame,2,0.382,500,scdt_text_vision
clip-res,saddle,0,0.228,500,scdt_text_vision
clip-res,saddle,1,0.262,500,scdt_text_vision
clip-res,saddle,2,0.232,500,scdt_text_vision
clip-res,seashell,0,0.272,500,scdt_text_vision
clip-res,seashell,1,0.294,500,scdt_text_vision
clip-res,seashell,2,0.29,500,scdt_text_vision
clip-res,candle,0,0.252,500,scdt_text_vision
clip-res,candle,1,0.248,500,scdt_text_vision
clip-res,candle,2,0.302,500,scdt_text_vision
clip-res,goggle,0,0.238,500,scdt_text_vision
clip-res,goggle,1,0.286,500,scdt_text_vision
clip-res,goggle,2,0.248,500,scdt_text_vision
clip-res,lei,0,0.376,500,scdt_text_vision
clip-res,lei,1,0.412,500,scdt_text_vision
clip-res,lei,2,0.376,500,scdt_text_vision
clip-res,pumpkin,0,0.365,500,scdt_text_vision
clip-res,pumpkin,1,0.3425,500,scdt_text_vision
clip-res,pumpkin,2,0.3325,500,scdt_text_vision
clip-res,nailpolish,0,0.276,500,scdt_text_vision
clip-res,nailpolish,1,0.3,500,scdt_text_vision
clip-res,nailpolish,2,0.258,500,scdt_text_vision
