model,class,seed,accuracy,n_trials,test_type
cvcl-resnext,doll,2,0.274,500,text_vision_controlled
cvcl-resnext,cookie,0,0.206,500,text_vision_controlled
cvcl-resnext,cookie,1,0.264,500,text_vision_controlled
cvcl-resnext,cookie,2,0.26,500,text_vision_controlled
cvcl-resnext,goggle,0,0.406,500,text_vision_controlled
cvcl-resnext,goggle,1,0.418,500,text_vision_controlled
cvcl-resnext,goggle,2,0.414,500,text_vision_controlled
cvcl-resnext,lei,0,0.29,500,text_vision_controlled
cvcl-resnext,lei,1,0.304,500,text_vision_controlled
cvcl-resnext,lei,2,0.368,500,text_vision_controlled
cvcl-resnext,muffin,0,0.202,500,text_vision_controlled
cvcl-resnext,muffin,1,0.3,500,text_vision_controlled
cvcl-resnext,muffin,2,0.258,500,text_vision_controlled
cvcl-resnext,trophy,0,0.286,500,text_vision_controlled
cvcl-resnext,trophy,1,0.168,500,text_vision_controlled
cvcl-resnext,trophy,2,0.234,500,text_vision_controlled
cvcl-resnext,fan,0,0.098,500,text_vision_controlled
cvcl-resnext,fan,1,0.148,500,text_vision_controlled
cvcl-resnext,fan,2,0.104,500,text_vision_controlled
cvcl-resnext,stool,0,0.09,500,text_vision_controlled
cvcl-resnext,stool,1,0.064,500,text_vision_controlled
cvcl-resnext,stool,2,0.05,500,text_vision_controlled
cvcl-resnext,nailpolish,0,0.434,500,text_vision_controlled
cvcl-resnext,nailpolish,1,0.57,500,text_vision_controlled
cvcl-resnext,nailpolish,2,0.386,500,text_vision_controlled
cvcl-resnext,abacus,0,0.212,500,text_vision_controlled
cvcl-resnext,abacus,1,0.264,500,text_vision_controlled
cvcl-resnext,abacus,2,0.246,500,text_vision_controlled
cvcl-resnext,stapler,0,0.544,500,text_vision_controlled
cvcl-resnext,stapler,1,0.446,500,text_vision_controlled
cvcl-resnext,stapler,2,0.508,500,text_vision_controlled
cvcl-resnext,butterfly,0,0.586,500,text_vision_controlled
cvcl-resnext,butterfly,1,0.4,500,text_vision_controlled
cvcl-resnext,butterfly,2,0.428,500,text_vision_controlled
cvcl-resnext,bird,0,0.368,500,text_vision_controlled
cvcl-resnext,bird,1,0.376,500,text_vision_controlled
cvcl-resnext,bird,2,0.432,500,text_vision_controlled
cvcl-resnext,helmet,0,0.1,500,text_vision_controlled
cvcl-resnext,helmet,1,0.128,500,text_vision_controlled
cvcl-resnext,helmet,2,0.148,500,text_vision_controlled
cvcl-resnext,pen,0,0.112,500,text_vision_controlled
cvcl-resnext,pen,1,0.034,500,text_vision_controlled
cvcl-resnext,pen,2,0.022,500,text_vision_controlled
cvcl-resnext,microwave,0,0.632,500,text_vision_controlled
cvcl-resnext,microwave,1,0.75,500,text_vision_controlled
cvcl-resnext,microwave,2,0.678,500,text_vision_controlled
cvcl-resnext,calculator,0,0.19,500,text_vision_controlled
cvcl-resnext,calculator,1,0.412,500,text_vision_controlled
cvcl-resnext,calculator,2,0.248,500,text_vision_controlled
cvcl-resnext,earrings,0,0.182,500,text_vision_controlled
cvcl-resnext,earrings,1,0.198,500,text_vision_controlled
cvcl-resnext,earrings,2,0.214,500,text_vision_controlled
cvcl-resnext,pumpkin,0,0.42954545454545456,500,text_vision_controlled
cvcl-resnext,pumpkin,1,0.3068181818181818,500,text_vision_controlled
cvcl-resnext,pumpkin,2,0.36363636363636365,500,text_vision_controlled
cvcl-resnext,pitcher,0,0.126,500,text_vision_controlled
cvcl-resnext,pitcher,1,0.134,500,text_vision_controlled
cvcl-resnext,pitcher,2,0.23,500,text_vision_controlled
cvcl-resnext,lipstick,0,0.158,500,text_vision_controlled
cvcl-resnext,lipstick,1,0.158,500,text_vision_controlled
cvcl-resnext,lipstick,2,0.194,500,text_vision_controlled
cvcl-resnext,saddle,0,0.222,500,text_vision_controlled
cvcl-resnext,saddle,1,0.216,500,text_vision_controlled
cvcl-resnext,saddle,2,0.244,500,text_vision_controlled
cvcl-resnext,doorknob,0,0.076,500,text_vision_controlled
cvcl-resnext,doorknob,1,0.12,500,text_vision_controlled
cvcl-resnext,doorknob,2,0.132,500,text_vision_controlled
cvcl-resnext,bagel,0,0.042,500,text_vision_controlled
cvcl-resnext,bagel,1,0.136,500,text_vision_controlled
cvcl-resnext,bagel,2,0.032,500,text_vision_controlled
cvcl-resnext,candle,0,0.27,500,text_vision_controlled
cvcl-resnext,candle,1,0.304,500,text_vision_controlled
cvcl-resnext,candle,2,0.19,500,text_vision_controlled
cvcl-resnext,seashell,0,0.392,500,text_vision_controlled
cvcl-resnext,seashell,1,0.216,500,text_vision_controlled
cvcl-resnext,seashell,2,0.18,500,text_vision_controlled
cvcl-resnext,sippycup,0,0.208,500,text_vision_controlled
cvcl-resnext,sippycup,1,0.226,500,text_vision_controlled
cvcl-resnext,sippycup,2,0.202,500,text_vision_controlled
cvcl-resnext,apple,0,0.358,500,text_vision_controlled
cvcl-resnext,apple,1,0.376,500,text_vision_controlled
cvcl-resnext,apple,2,0.408,500,text_vision_controlled
cvcl-resnext,handgun,0,0.102,500,text_vision_controlled
cvcl-resnext,handgun,1,0.082,500,text_vision_controlled
cvcl-resnext,handgun,2,0.106,500,text_vision_controlled
cvcl-resnext,meat,0,0.376,500,text_vision_controlled
cvcl-resnext,meat,1,0.392,500,text_vision_controlled
cvcl-resnext,meat,2,0.404,500,text_vision_controlled
cvcl-resnext,ring,0,0.648,500,text_vision_controlled
cvcl-resnext,ring,1,0.234,500,text_vision_controlled
cvcl-resnext,ring,2,0.442,500,text_vision_controlled
cvcl-resnext,telescope,0,0.222,500,text_vision_controlled
cvcl-resnext,telescope,1,0.344,500,text_vision_controlled
cvcl-resnext,telescope,2,0.312,500,text_vision_controlled
cvcl-resnext,handbag,0,0.15,500,text_vision_controlled
cvcl-resnext,handbag,1,0.126,500,text_vision_controlled
cvcl-resnext,handbag,2,0.114,500,text_vision_controlled
cvcl-resnext,trumpet,0,0.078,500,text_vision_controlled
cvcl-resnext,trumpet,1,0.108,500,text_vision_controlled
cvcl-resnext,trumpet,2,0.09,500,text_vision_controlled
cvcl-resnext,rug,0,0.202,500,text_vision_controlled
cvcl-resnext,rug,1,0.248,500,text_vision_controlled
cvcl-resnext,rug,2,0.132,500,text_vision_controlled
cvcl-resnext,camera,0,0.084,500,text_vision_controlled
cvcl-resnext,camera,1,0.142,500,text_vision_controlled
cvcl-resnext,camera,2,0.146,500,text_vision_controlled
cvcl-resnext,suitcase,0,0.252,500,text_vision_controlled
cvcl-resnext,suitcase,1,0.26,500,text_vision_controlled
cvcl-resnext,suitcase,2,0.296,500,text_vision_controlled
cvcl-resnext,babushkadolls,0,0.212,500,text_vision_controlled
cvcl-resnext,babushkadolls,1,0.138,500,text_vision_controlled
cvcl-resnext,babushkadolls,2,0.154,500,text_vision_controlled
cvcl-resnext,toothpaste,0,0.232,500,text_vision_controlled
cvcl-resnext,toothpaste,1,0.278,500,text_vision_controlled
cvcl-resnext,toothpaste,2,0.242,500,text_vision_controlled
cvcl-resnext,bread,0,0.246,500,text_vision_controlled
cvcl-resnext,bread,1,0.234,500,text_vision_controlled
cvcl-resnext,bread,2,0.242,500,text_vision_controlled
cvcl-resnext,lantern,0,0.302,500,text_vision_controlled
cvcl-resnext,lantern,1,0.192,500,text_vision_controlled
cvcl-resnext,lantern,2,0.39,500,text_vision_controlled
cvcl-resnext,phone,0,0.49772727272727274,500,text_vision_controlled
cvcl-resnext,phone,1,0.4863636363636364,500,text_vision_controlled
cvcl-resnext,phone,2,0.47954545454545455,500,text_vision_controlled
cvcl-resnext,powerstrip,0,0.26,500,text_vision_controlled
cvcl-resnext,powerstrip,1,0.204,500,text_vision_controlled
cvcl-resnext,powerstrip,2,0.176,500,text_vision_controlled
cvcl-resnext,saltandpeppershake,0,0.11,500,text_vision_controlled
cvcl-resnext,saltandpeppershake,1,0.052,500,text_vision_controlled
cvcl-resnext,saltandpeppershake,2,0.076,500,text_vision_controlled
cvcl-resnext,rabbit,0,0.206,500,text_vision_controlled
cvcl-resnext,rabbit,1,0.378,500,text_vision_controlled
cvcl-resnext,rabbit,2,0.382,500,text_vision_controlled
cvcl-resnext,headband,0,0.048,500,text_vision_controlled
cvcl-resnext,headband,1,0.06,500,text_vision_controlled
cvcl-resnext,headband,2,0.106,500,text_vision_controlled
cvcl-resnext,keyboard,0,0.292,500,text_vision_controlled
cvcl-resnext,keyboard,1,0.404,500,text_vision_controlled
cvcl-resnext,keyboard,2,0.32,500,text_vision_controlled
cvcl-resnext,lock,0,0.152,500,text_vision_controlled
cvcl-resnext,lock,1,0.102,500,text_vision_controlled
cvcl-resnext,lock,2,0.118,500,text_vision_controlled
cvcl-resnext,bonzai,0,0.376,500,text_vision_controlled
cvcl-resnext,bonzai,1,0.374,500,text_vision_controlled
cvcl-resnext,bonzai,2,0.38,500,text_vision_controlled
cvcl-resnext,tennisracquet,0,0.35909090909090907,500,text_vision_controlled
cvcl-resnext,tennisracquet,1,0.36363636363636365,500,text_vision_controlled
cvcl-resnext,tennisracquet,2,0.36363636363636365,500,text_vision_controlled
clip-res,grill,0,0.748,500,text_vision_controlled
clip-res,grill,1,0.762,500,text_vision_controlled
clip-res,grill,2,0.772,500,text_vision_controlled
clip-res,dumbell,0,0.646,500,text_vision_controlled
clip-res,dumbell,1,0.646,500,text_vision_controlled
clip-res,dumbell,2,0.642,500,text_vision_controlled
clip-res,pipe,0,0.654,500,text_vision_controlled
clip-res,pipe,1,0.67,500,text_vision_controlled
clip-res,pipe,2,0.642,500,text_vision_controlled
clip-res,tree,0,0.988,500,text_vision_controlled
clip-res,tree,1,0.988,500,text_vision_controlled
clip-res,tree,2,0.984,500,text_vision_controlled
clip-res,handheldgame,0,0.726,500,text_vision_controlled
clip-res,handheldgame,1,0.712,500,text_vision_controlled
clip-res,handheldgame,2,0.722,500,text_vision_controlled
clip-res,wineglass,0,0.99,500,text_vision_controlled
clip-res,wineglass,1,0.986,500,text_vision_controlled
clip-res,wineglass,2,0.984,500,text_vision_controlled
clip-res,sodacan,0,0.098,500,text_vision_controlled
clip-res,sodacan,1,0.1,500,text_vision_controlled
clip-res,sodacan,2,0.104,500,text_vision_controlled
clip-res,tricycle,0,0.966,500,text_vision_controlled
clip-res,tricycle,1,0.972,500,text_vision_controlled
clip-res,tricycle,2,0.974,500,text_vision_controlled
clip-res,horse,0,0.948,500,text_vision_controlled
clip-res,horse,1,0.964,500,text_vision_controlled
clip-res,horse,2,0.956,500,text_vision_controlled
clip-res,vase,0,0.96,500,text_vision_controlled
clip-res,vase,1,0.94,500,text_vision_controlled
clip-res,vase,2,0.96,500,text_vision_controlled
clip-res,basket,0,0.562,500,text_vision_controlled
clip-res,basket,1,0.586,500,text_vision_controlled
clip-res,basket,2,0.536,500,text_vision_controlled
clip-res,dresser,0,0.536,500,text_vision_controlled
clip-res,dresser,1,0.562,500,text_vision_controlled
clip-res,dresser,2,0.556,500,text_vision_controlled
clip-res,train,0,0.804,500,text_vision_controlled
clip-res,train,1,0.8,500,text_vision_controlled
clip-res,train,2,0.818,500,text_vision_controlled
clip-res,bell,0,0.886,500,text_vision_controlled
clip-res,bell,1,0.9,500,text_vision_controlled
clip-res,bell,2,0.906,500,text_vision_controlled
clip-res,pillow,0,0.932,500,text_vision_controlled
clip-res,pillow,1,0.938,500,text_vision_controlled
clip-res,pillow,2,0.91,500,text_vision_controlled
clip-res,ornament,0,0.98,500,text_vision_controlled
clip-res,ornament,1,0.96,500,text_vision_controlled
clip-res,ornament,2,0.974,500,text_vision_controlled
clip-res,axe,0,0.942,500,text_vision_controlled
clip-res,axe,1,0.95,500,text_vision_controlled
clip-res,axe,2,0.954,500,text_vision_controlled
clip-res,doll,0,1.0,500,text_vision_controlled
clip-res,doll,1,0.998,500,text_vision_controlled
clip-res,doll,2,0.998,500,text_vision_controlled
clip-res,cookie,0,0.568,500,text_vision_controlled
clip-res,cookie,1,0.558,500,text_vision_controlled
clip-res,cookie,2,0.55,500,text_vision_controlled
clip-res,goggle,0,0.888,500,text_vision_controlled
clip-res,goggle,1,0.886,500,text_vision_controlled
clip-res,goggle,2,0.908,500,text_vision_controlled
clip-res,lei,0,0.638,500,text_vision_controlled
clip-res,lei,1,0.648,500,text_vision_controlled
clip-res,lei,2,0.658,500,text_vision_controlled
clip-res,muffin,0,0.998,500,text_vision_controlled
clip-res,muffin,1,0.998,500,text_vision_controlled
clip-res,muffin,2,0.998,500,text_vision_controlled
clip-res,trophy,0,0.842,500,text_vision_controlled
clip-res,trophy,1,0.888,500,text_vision_controlled
clip-res,trophy,2,0.842,500,text_vision_controlled
clip-res,fan,0,0.582,500,text_vision_controlled
clip-res,fan,1,0.606,500,text_vision_controlled
clip-res,fan,2,0.562,500,text_vision_controlled
clip-res,stool,0,0.866,500,text_vision_controlled
clip-res,stool,1,0.854,500,text_vision_controlled
clip-res,stool,2,0.858,500,text_vision_controlled
clip-res,nailpolish,0,0.956,500,text_vision_controlled
clip-res,nailpolish,1,0.942,500,text_vision_controlled
clip-res,nailpolish,2,0.936,500,text_vision_controlled
clip-res,abacus,0,0.85,500,text_vision_controlled
clip-res,abacus,1,0.848,500,text_vision_controlled
clip-res,abacus,2,0.878,500,text_vision_controlled
clip-res,stapler,0,0.924,500,text_vision_controlled
clip-res,stapler,1,0.932,500,text_vision_controlled
clip-res,stapler,2,0.942,500,text_vision_controlled
clip-res,butterfly,0,0.98,500,text_vision_controlled
clip-res,butterfly,1,0.984,500,text_vision_controlled
clip-res,butterfly,2,0.976,500,text_vision_controlled
clip-res,bird,0,0.998,500,text_vision_controlled
clip-res,bird,1,0.998,500,text_vision_controlled
clip-res,bird,2,0.998,500,text_vision_controlled
clip-res,helmet,0,0.946,500,text_vision_controlled
clip-res,helmet,1,0.926,500,text_vision_controlled
clip-res,helmet,2,0.96,500,text_vision_controlled
clip-res,pen,0,0.92,500,text_vision_controlled
clip-res,pen,1,0.944,500,text_vision_controlled
clip-res,pen,2,0.946,500,text_vision_controlled
clip-res,microwave,0,0.784,500,text_vision_controlled
clip-res,microwave,1,0.792,500,text_vision_controlled
clip-res,microwave,2,0.768,500,text_vision_controlled
clip-res,calculator,0,0.976,500,text_vision_controlled
clip-res,calculator,1,0.982,500,text_vision_controlled
clip-res,calculator,2,0.988,500,text_vision_controlled
clip-res,earrings,0,0.998,500,text_vision_controlled
clip-res,earrings,1,1.0,500,text_vision_controlled
clip-res,earrings,2,1.0,500,text_vision_controlled
clip-res,pumpkin,0,1.0,500,text_vision_controlled
clip-res,pumpkin,1,0.9954545454545455,500,text_vision_controlled
clip-res,pumpkin,2,0.9954545454545455,500,text_vision_controlled
clip-res,pitcher,0,0.972,500,text_vision_controlled
clip-res,pitcher,1,0.958,500,text_vision_controlled
clip-res,pitcher,2,0.97,500,text_vision_controlled
clip-res,lipstick,0,0.782,500,text_vision_controlled
clip-res,lipstick,1,0.79,500,text_vision_controlled
clip-res,lipstick,2,0.806,500,text_vision_controlled
clip-res,saddle,0,0.814,500,text_vision_controlled
clip-res,saddle,1,0.812,500,text_vision_controlled
clip-res,saddle,2,0.838,500,text_vision_controlled
clip-res,doorknob,0,0.824,500,text_vision_controlled
clip-res,doorknob,1,0.802,500,text_vision_controlled
clip-res,doorknob,2,0.81,500,text_vision_controlled
clip-res,bagel,0,0.964,500,text_vision_controlled
clip-res,bagel,1,0.964,500,text_vision_controlled
clip-res,bagel,2,0.952,500,text_vision_controlled
clip-res,candle,0,0.778,500,text_vision_controlled
clip-res,candle,1,0.812,500,text_vision_controlled
clip-res,candle,2,0.778,500,text_vision_controlled
clip-res,seashell,0,0.796,500,text_vision_controlled
clip-res,seashell,1,0.782,500,text_vision_controlled
clip-res,seashell,2,0.806,500,text_vision_controlled
clip-res,sippycup,0,0.726,500,text_vision_controlled
clip-res,sippycup,1,0.732,500,text_vision_controlled
clip-res,sippycup,2,0.716,500,text_vision_controlled
clip-res,apple,0,0.994,500,text_vision_controlled
clip-res,apple,1,0.998,500,text_vision_controlled
clip-res,apple,2,0.992,500,text_vision_controlled
clip-res,handgun,0,0.926,500,text_vision_controlled
clip-res,handgun,1,0.914,500,text_vision_controlled
clip-res,handgun,2,0.942,500,text_vision_controlled
clip-res,meat,0,0.782,500,text_vision_controlled
clip-res,meat,1,0.768,500,text_vision_controlled
clip-res,meat,2,0.77,500,text_vision_controlled
clip-res,ring,0,0.966,500,text_vision_controlled
clip-res,ring,1,0.968,500,text_vision_controlled
clip-res,ring,2,0.944,500,text_vision_controlled
clip-res,telescope,0,0.88,500,text_vision_controlled
clip-res,telescope,1,0.896,500,text_vision_controlled
clip-res,telescope,2,0.902,500,text_vision_controlled
clip-res,handbag,0,0.932,500,text_vision_controlled
clip-res,handbag,1,0.948,500,text_vision_controlled
clip-res,handbag,2,0.944,500,text_vision_controlled
clip-res,trumpet,0,0.726,500,text_vision_controlled
clip-res,trumpet,1,0.758,500,text_vision_controlled
clip-res,trumpet,2,0.724,500,text_vision_controlled
clip-res,rug,0,0.78,500,text_vision_controlled
clip-res,rug,1,0.834,500,text_vision_controlled
clip-res,rug,2,0.82,500,text_vision_controlled
clip-res,camera,0,0.792,500,text_vision_controlled
clip-res,camera,1,0.834,500,text_vision_controlled
clip-res,camera,2,0.836,500,text_vision_controlled
clip-res,suitcase,0,0.93,500,text_vision_controlled
clip-res,suitcase,1,0.906,500,text_vision_controlled
clip-res,suitcase,2,0.932,500,text_vision_controlled
clip-res,babushkadolls,0,0.936,500,text_vision_controlled
clip-res,babushkadolls,1,0.922,500,text_vision_controlled
clip-res,babushkadolls,2,0.922,500,text_vision_controlled
clip-res,toothpaste,0,0.58,500,text_vision_controlled
clip-res,toothpaste,1,0.56,500,text_vision_controlled
clip-res,toothpaste,2,0.6,500,text_vision_controlled
clip-res,bread,0,0.71,500,text_vision_controlled
clip-res,bread,1,0.722,500,text_vision_controlled
clip-res,bread,2,0.746,500,text_vision_controlled
clip-res,lantern,0,0.838,500,text_vision_controlled
clip-res,lantern,1,0.85,500,text_vision_controlled
clip-res,lantern,2,0.816,500,text_vision_controlled
clip-res,phone,0,0.975,500,text_vision_controlled
clip-res,phone,1,0.9477272727272728,500,text_vision_controlled
clip-res,phone,2,0.9545454545454546,500,text_vision_controlled
clip-res,powerstrip,0,0.796,500,text_vision_controlled
clip-res,powerstrip,1,0.782,500,text_vision_controlled
clip-res,powerstrip,2,0.768,500,text_vision_controlled
clip-res,saltandpeppershake,0,0.576,500,text_vision_controlled
clip-res,saltandpeppershake,1,0.582,500,text_vision_controlled
clip-res,saltandpeppershake,2,0.552,500,text_vision_controlled
clip-res,rabbit,0,1.0,500,text_vision_controlled
clip-res,rabbit,1,0.996,500,text_vision_controlled
clip-res,rabbit,2,1.0,500,text_vision_controlled
clip-res,headband,0,0.924,500,text_vision_controlled
clip-res,headband,1,0.928,500,text_vision_controlled
clip-res,headband,2,0.94,500,text_vision_controlled
clip-res,keyboard,0,0.93,500,text_vision_controlled
clip-res,keyboard,1,0.936,500,text_vision_controlled
clip-res,keyboard,2,0.93,500,text_vision_controlled
clip-res,lock,0,0.926,500,text_vision_controlled
clip-res,lock,1,0.942,500,text_vision_controlled
clip-res,lock,2,0.93,500,text_vision_controlled
clip-res,bonzai,0,0.882,500,text_vision_controlled
clip-res,bonzai,1,0.924,500,text_vision_controlled
clip-res,bonzai,2,0.914,500,text_vision_controlled
clip-res,tennisracquet,0,0.9954545454545455,500,text_vision_controlled
clip-res,tennisracquet,1,0.9954545454545455,500,text_vision_controlled
clip-res,tennisracquet,2,0.9954545454545455,500,text_vision_controlled
