model,class,seed,accuracy,n_trials,test_type
cvcl-resnext,pumpkin,0,0.9090909090909091,500,visual_prototype_cvcl_training
cvcl-resnext,pumpkin,1,0.9090909090909091,500,visual_prototype_cvcl_training
cvcl-resnext,pumpkin,2,0.8931818181818182,500,visual_prototype_cvcl_training
cvcl-resnext,pen,0,0.958,500,visual_prototype_cvcl_training
cvcl-resnext,pen,1,0.926,500,visual_prototype_cvcl_training
cvcl-resnext,pen,2,0.958,500,visual_prototype_cvcl_training
cvcl-resnext,phone,0,0.9159090909090909,500,visual_prototype_cvcl_training
cvcl-resnext,phone,1,0.8272727272727273,500,visual_prototype_cvcl_training
cvcl-resnext,phone,2,0.9181818181818182,500,visual_prototype_cvcl_training
cvcl-resnext,ring,0,0.85,500,visual_prototype_cvcl_training
cvcl-resnext,ring,1,0.832,500,visual_prototype_cvcl_training
cvcl-resnext,ring,2,0.796,500,visual_prototype_cvcl_training
cvcl-resnext,seashell,0,0.938,500,visual_prototype_cvcl_training
cvcl-resnext,seashell,1,0.91,500,visual_prototype_cvcl_training
cvcl-resnext,seashell,2,0.94,500,visual_prototype_cvcl_training
cvcl-resnext,stool,0,0.792,500,visual_prototype_cvcl_training
cvcl-resnext,stool,1,0.718,500,visual_prototype_cvcl_training
cvcl-resnext,stool,2,0.764,500,visual_prototype_cvcl_training
cvcl-resnext,toothpaste,0,0.986,500,visual_prototype_cvcl_training
cvcl-resnext,toothpaste,1,0.936,500,visual_prototype_cvcl_training
cvcl-resnext,toothpaste,2,0.968,500,visual_prototype_cvcl_training
cvcl-resnext,horse,0,0.946,500,visual_prototype_cvcl_training
cvcl-resnext,horse,1,0.932,500,visual_prototype_cvcl_training
cvcl-resnext,horse,2,0.97,500,visual_prototype_cvcl_training
cvcl-resnext,rabbit,0,0.926,500,visual_prototype_cvcl_training
cvcl-resnext,rabbit,1,0.936,500,visual_prototype_cvcl_training
cvcl-resnext,rabbit,2,0.916,500,visual_prototype_cvcl_training
cvcl-resnext,train,0,0.854,500,visual_prototype_cvcl_training
cvcl-resnext,train,1,0.86,500,visual_prototype_cvcl_training
cvcl-resnext,train,2,0.898,500,visual_prototype_cvcl_training
cvcl-resnext,tree,0,0.916,500,visual_prototype_cvcl_training
cvcl-resnext,tree,1,0.928,500,visual_prototype_cvcl_training
cvcl-resnext,tree,2,0.918,500,visual_prototype_cvcl_training
cvcl-resnext,tricycle,0,0.898,500,visual_prototype_cvcl_training
cvcl-resnext,tricycle,1,0.87,500,visual_prototype_cvcl_training
cvcl-resnext,tricycle,2,0.894,500,visual_prototype_cvcl_training
clip-res,apple,0,0.992,500,visual_prototype_cvcl_training
clip-res,apple,1,0.982,500,visual_prototype_cvcl_training
clip-res,apple,2,0.978,500,visual_prototype_cvcl_training
clip-res,bagel,0,0.99,500,visual_prototype_cvcl_training
clip-res,bagel,1,0.996,500,visual_prototype_cvcl_training
clip-res,bagel,2,0.99,500,visual_prototype_cvcl_training
clip-res,basket,0,0.974,500,visual_prototype_cvcl_training
clip-res,basket,1,0.976,500,visual_prototype_cvcl_training
clip-res,basket,2,0.98,500,visual_prototype_cvcl_training
clip-res,bell,0,1.0,500,visual_prototype_cvcl_training
clip-res,bell,1,1.0,500,visual_prototype_cvcl_training
clip-res,bell,2,1.0,500,visual_prototype_cvcl_training
clip-res,bird,0,0.978,500,visual_prototype_cvcl_training
clip-res,bird,1,0.98,500,visual_prototype_cvcl_training
clip-res,bird,2,0.988,500,visual_prototype_cvcl_training
clip-res,butterfly,0,0.994,500,visual_prototype_cvcl_training
clip-res,butterfly,1,0.992,500,visual_prototype_cvcl_training
clip-res,butterfly,2,0.992,500,visual_prototype_cvcl_training
clip-res,camera,0,0.912,500,visual_prototype_cvcl_training
clip-res,camera,1,0.9,500,visual_prototype_cvcl_training
clip-res,camera,2,0.898,500,visual_prototype_cvcl_training
clip-res,cookie,0,0.99,500,visual_prototype_cvcl_training
clip-res,cookie,1,0.99,500,visual_prototype_cvcl_training
clip-res,cookie,2,0.996,500,visual_prototype_cvcl_training
clip-res,pillow,0,0.942,500,visual_prototype_cvcl_training
clip-res,pillow,1,0.938,500,visual_prototype_cvcl_training
clip-res,pillow,2,0.946,500,visual_prototype_cvcl_training
clip-res,fan,0,0.974,500,visual_prototype_cvcl_training
clip-res,fan,1,0.988,500,visual_prototype_cvcl_training
clip-res,fan,2,0.978,500,visual_prototype_cvcl_training
clip-res,pumpkin,0,0.9318181818181818,500,visual_prototype_cvcl_training
clip-res,pumpkin,1,0.9363636363636364,500,visual_prototype_cvcl_training
clip-res,pumpkin,2,0.9363636363636364,500,visual_prototype_cvcl_training
clip-res,pen,0,1.0,500,visual_prototype_cvcl_training
clip-res,pen,1,1.0,500,visual_prototype_cvcl_training
clip-res,pen,2,1.0,500,visual_prototype_cvcl_training
clip-res,phone,0,0.9977272727272727,500,visual_prototype_cvcl_training
clip-res,phone,1,0.9954545454545455,500,visual_prototype_cvcl_training
clip-res,phone,2,1.0,500,visual_prototype_cvcl_training
clip-res,ring,0,0.998,500,visual_prototype_cvcl_training
clip-res,ring,1,0.998,500,visual_prototype_cvcl_training
clip-res,ring,2,0.998,500,visual_prototype_cvcl_training
clip-res,seashell,0,0.998,500,visual_prototype_cvcl_training
clip-res,seashell,1,0.998,500,visual_prototype_cvcl_training
clip-res,seashell,2,0.994,500,visual_prototype_cvcl_training
clip-res,stool,0,0.974,500,visual_prototype_cvcl_training
clip-res,stool,1,0.966,500,visual_prototype_cvcl_training
clip-res,stool,2,0.972,500,visual_prototype_cvcl_training
clip-res,toothpaste,0,0.998,500,visual_prototype_cvcl_training
clip-res,toothpaste,1,0.994,500,visual_prototype_cvcl_training
clip-res,toothpaste,2,0.998,500,visual_prototype_cvcl_training
clip-res,horse,0,0.948,500,visual_prototype_cvcl_training
clip-res,horse,1,0.94,500,visual_prototype_cvcl_training
clip-res,horse,2,0.924,500,visual_prototype_cvcl_training
clip-res,rabbit,0,0.988,500,visual_prototype_cvcl_training
clip-res,rabbit,1,0.992,500,visual_prototype_cvcl_training
clip-res,rabbit,2,0.986,500,visual_prototype_cvcl_training
clip-res,train,0,0.942,500,visual_prototype_cvcl_training
clip-res,train,1,0.942,500,visual_prototype_cvcl_training
clip-res,train,2,0.94,500,visual_prototype_cvcl_training
clip-res,tree,0,0.972,500,visual_prototype_cvcl_training
clip-res,tree,1,0.99,500,visual_prototype_cvcl_training
clip-res,tree,2,0.99,500,visual_prototype_cvcl_training
clip-res,tricycle,0,0.992,500,visual_prototype_cvcl_training
clip-res,tricycle,1,0.988,500,visual_prototype_cvcl_training
clip-res,tricycle,2,0.996,500,visual_prototype_cvcl_training
