model,class,mean_accuracy,std,se,ci95,n_seeds,total_trials,test_type
cvcl-resnext,pillow,0.2933333333333333,0.028480012484391762,0.016442942874387488,0.03222816803379947,3,1500,SCDC
cvcl-resnext,pipe,0.24666666666666667,0.04509249752822894,0.026034165586355514,0.05102696454925681,3,1500,SCDC
cvcl-resnext,pitcher,0.17555555555555555,0.025458753860865786,0.014698618394803286,0.02880929205381444,3,1500,SCDC
cvcl-resnext,powerstrip,0.10111111111111111,0.020367003088692628,0.011758894715842629,0.023047433643051552,3,1500,SCDC
cvcl-resnext,pumpkin,0.49466666666666664,0.01890326250501045,0.010913803695829944,0.02139105524382669,3,1500,SCDC
cvcl-resnext,rabbit,0.30333333333333334,0.02027587510099405,0.011706281947614146,0.022944312617323725,3,1500,SCDC
cvcl-resnext,ring,0.2388888888888889,0.029876288132774997,0.01724908299584447,0.03380820267185516,3,1500,SCDC
cvcl-resnext,rug,0.35888888888888887,0.032030078456443484,0.01849257441899248,0.03624544586122525,3,1500,SCDC
cvcl-resnext,saddle,0.18444444444444444,0.01895413567692443,0.01094317533532901,0.02144862365724486,3,1500,SCDC
cvcl-resnext,saltandpeppershake,0.12888888888888891,0.009622504486493768,0.005555555555555558,0.010888888888888896,3,1500,SCDC
cvcl-resnext,seashell,0.20555555555555557,0.020367003088692624,0.011758894715842627,0.02304743364305155,3,1500,SCDC
cvcl-resnext,sippycup,0.08777777777777777,0.019245008972987532,0.011111111111111115,0.021777777777777788,3,1500,SCDC
cvcl-resnext,sodacan,0.16777777777777778,0.022194427061597976,0.012813958438523107,0.025115358539505292,3,1500,SCDC
cvcl-resnext,stapler,0.19555555555555557,0.0383454087260831,0.022138732050190305,0.04339191481837299,3,1500,SCDC
cvcl-resnext,stool,0.48444444444444446,0.03532914021241035,0.02039728861187315,0.03997868567927137,3,1500,SCDC
cvcl-resnext,suitcase,0.15777777777777777,0.032375116187407696,0.018691782045845245,0.03663589280985668,3,1500,SCDC
cvcl-resnext,telescope,0.31777777777777777,0.013877773329774214,0.008012336167697752,0.015704178888687595,3,1500,SCDC
cvcl-resnext,tennisracquet,0.3433333333333333,0.015275252316519449,0.008819171036881958,0.01728557523228864,3,1500,SCDC
cvcl-resnext,toothpaste,0.37222222222222223,0.008388704928078609,0.004843221048378525,0.00949271325482191,3,1500,SCDC
cvcl-resnext,train,0.21555555555555558,0.01071516751221439,0.006186404847588911,0.012125353501274265,3,1500,SCDC
cvcl-resnext,tree,0.24111111111111114,0.021169509870286287,0.012222222222222228,0.023955555555555567,3,1500,SCDC
cvcl-resnext,tricycle,0.45555555555555555,0.010183501544346323,0.00587944735792132,0.011523716821525786,3,1500,SCDC
cvcl-resnext,trophy,0.17666666666666667,0.012018504251546635,0.006938886664887112,0.01360021786317874,3,1500,SCDC
cvcl-resnext,trumpet,0.4077777777777778,0.018358568490953683,0.01059932446018829,0.02077467594196905,3,1500,SCDC
cvcl-resnext,vase,0.2711111111111111,0.03288588574877498,0.018986674989594516,0.037213882979605255,3,1500,SCDC
cvcl-resnext,wineglass,0.16222222222222224,0.01710533813148961,0.009875771574795097,0.01935651228659839,3,1500,SCDC
clip-res,abacus,0.7344444444444443,0.013471506281091299,0.007777777777777796,0.01524444444444448,3,1500,SCDC
clip-res,apple,0.8822222222222221,0.015030832509409606,0.008678055195451815,0.017008988183085556,3,1500,SCDC
clip-res,axe,0.758888888888889,0.0069388866648871445,0.0040061680838488975,0.007852089444343839,3,1500,SCDC
clip-res,babushkadolls,0.4133333333333334,0.027284509239574838,0.015752718754175363,0.030875328758183714,3,1500,SCDC
clip-res,bagel,0.7666666666666667,0.014529663145135556,0.008388704928078599,0.01644186165903405,3,1500,SCDC
clip-res,ball,0.8444444444444444,0.023648662948658614,0.013653561919382782,0.026760981361990246,3,1500,SCDC
clip-res,basket,0.17666666666666667,0.01763834207376393,0.010183501544346307,0.01995966302691876,3,1500,SCDC
clip-res,bell,0.9177777777777778,0.009622504486493794,0.005555555555555574,0.010888888888888924,3,1500,SCDC
clip-res,bird,0.6788888888888889,0.024113927126900792,0.013922182317935192,0.027287477343152976,3,1500,SCDC
clip-res,bonzai,0.7633333333333333,0.01527525231651948,0.008819171036881977,0.017285575232288675,3,1500,SCDC
clip-res,bread,0.4288888888888889,0.03948745698648189,0.022798093920759092,0.04468426408468782,3,1500,SCDC
clip-res,butterfly,0.4955555555555555,0.02545875386086577,0.014698618394803279,0.028809292053814425,3,1500,SCDC
clip-res,calculator,0.5744444444444444,0.026736020923368818,0.015436048877166455,0.03025465579924625,3,1500,SCDC
clip-res,camera,0.9477777777777777,0.010715167512214388,0.00618640484758891,0.012125353501274264,3,1500,SCDC
clip-res,candle,0.9444444444444445,0.0069388866648871,0.004006168083848872,0.007852089444343789,3,1500,SCDC
clip-res,cookie,0.7777777777777778,0.032885885748775004,0.018986674989594526,0.037213882979605276,3,1500,SCDC
clip-res,doll,0.44111111111111106,0.01575271875417535,0.009094836413191604,0.017825879369855545,3,1500,SCDC
clip-res,doorknob,0.7666666666666666,0.01855921454276672,0.010715167512214385,0.02100172832394019,3,1500,SCDC
clip-res,dresser,0.6911111111111111,0.008388704928078583,0.00484322104837851,0.00949271325482188,3,1500,SCDC
clip-res,dumbell,0.7233333333333333,0.005773502691896262,0.003333333333333336,0.006533333333333338,3,1500,SCDC
clip-res,earrings,0.5,0.03605551275463989,0.020816659994661327,0.040800653589536204,3,1500,SCDC
clip-res,fan,0.3877777777777778,0.013471506281091271,0.00777777777777778,0.015244444444444448,3,1500,SCDC
clip-res,goggle,0.8911111111111111,0.001924500897298733,0.0011111111111110998,0.0021777777777777555,3,1500,SCDC
clip-res,grill,0.6000000000000001,0.014529663145135558,0.008388704928078599,0.016441861659034055,3,1500,SCDC
clip-res,handbag,0.9388888888888888,0.013471506281091299,0.007777777777777796,0.01524444444444448,3,1500,SCDC
clip-res,handgun,0.89,0.021858128414339997,0.012619796324000607,0.024734800795041187,3,1500,SCDC
clip-res,handheldgame,0.5422222222222223,0.022689530951846816,0.013099806802835106,0.02567562133355681,3,1500,SCDC
clip-res,headband,0.6322222222222221,0.03671713698190736,0.021198648920376578,0.041549351883938095,3,1500,SCDC
clip-res,helmet,0.8366666666666668,0.013333333333333308,0.007698003589194996,0.015088087034822192,3,1500,SCDC
clip-res,horse,0.5177777777777778,0.02834966849371793,0.016367688736284698,0.03208066992311801,3,1500,SCDC
clip-res,keyboard,0.6322222222222221,0.017105338131489622,0.009875771574795104,0.0193565122865984,3,1500,SCDC
clip-res,lantern,0.6366666666666667,0.03382963855030739,0.019531550923607716,0.03828183981027112,3,1500,SCDC
clip-res,lei,0.6788888888888889,0.022194427061597983,0.01281395843852311,0.0251153585395053,3,1500,SCDC
clip-res,lipstick,0.9411111111111111,0.021688023662159044,0.012521586299538498,0.024542309147095452,3,1500,SCDC
clip-res,lock,0.9344444444444445,0.011706281947614146,0.006758625033664684,0.01324690506598278,3,1500,SCDC
clip-res,meat,0.6355555555555555,0.01644294287438745,0.009493337494797234,0.01860694148980258,3,1500,SCDC
clip-res,microwave,0.7011111111111111,0.03790827135384881,0.021886350670657993,0.04289724731448966,3,1500,SCDC
clip-res,muffin,0.6622222222222222,0.03168128317640724,0.018291197370171482,0.03585074684553611,3,1500,SCDC
clip-res,nailpolish,0.5411111111111112,0.001924500897298733,0.0011111111111110998,0.0021777777777777555,3,1500,SCDC
clip-res,ornament,0.6255555555555555,0.023648662948658614,0.013653561919382782,0.026760981361990246,3,1500,SCDC
clip-res,pen,0.5688888888888889,0.013471506281091299,0.007777777777777796,0.01524444444444448,3,1500,SCDC
clip-res,phone,0.6293333333333333,0.016165807537309534,0.009333333333333341,0.01829333333333335,3,1500,SCDC
clip-res,pillow,0.9066666666666666,0.003333333333333355,0.001924500897298765,0.0037720217587055797,3,1500,SCDC
clip-res,pipe,0.9177777777777778,0.012619796324000607,0.00728604280478,0.014280643897368802,3,1500,SCDC
clip-res,pitcher,0.6633333333333334,0.03785938897200182,0.02185812841434,0.0428419316921064,3,1500,SCDC
clip-res,powerstrip,0.4677777777777778,0.013471506281091271,0.00777777777777778,0.015244444444444448,3,1500,SCDC
clip-res,pumpkin,0.828,0.024331050121192837,0.014047538337136962,0.027533175140788447,3,1500,SCDC
clip-res,rabbit,0.6188888888888889,0.010715167512214388,0.00618640484758891,0.012125353501274264,3,1500,SCDC
clip-res,ring,0.7000000000000001,0.008819171036882005,0.005091750772173177,0.009979831513459428,3,1500,SCDC
clip-res,rug,0.8244444444444445,0.02714842605082361,0.01567415108851766,0.030721336133494613,3,1500,SCDC
clip-res,saddle,0.7244444444444444,0.02795499027868698,0.0161398211625933,0.03163404947868287,3,1500,SCDC
clip-res,saltandpeppershake,0.5944444444444444,0.005091750772173153,0.0029397236789606546,0.005761858410762883,3,1500,SCDC
clip-res,seashell,0.8277777777777778,0.030792014356779984,0.017777777777777747,0.03484444444444438,3,1500,SCDC
clip-res,sippycup,0.28555555555555556,0.019245008972987556,0.011111111111111129,0.021777777777777813,3,1500,SCDC
clip-res,sodacan,0.8822222222222221,0.02168802366215904,0.012521586299538496,0.02454230914709545,3,1500,SCDC
clip-res,stapler,0.7277777777777779,0.038345408726083156,0.022138732050190336,0.04339191481837306,3,1500,SCDC
clip-res,stool,0.958888888888889,0.006938886664887101,0.004006168083848872,0.00785208944434379,3,1500,SCDC
clip-res,suitcase,0.33,0.03382963855030739,0.019531550923607716,0.03828183981027112,3,1500,SCDC
clip-res,telescope,0.7177777777777777,0.03564225540521211,0.020578065752724608,0.04033300887534023,3,1500,SCDC
clip-res,tennisracquet,0.6133333333333333,0.04163331998932269,0.024037008503093284,0.04711253666606283,3,1500,SCDC
clip-res,toothpaste,0.5111111111111112,0.035329140212410334,0.02039728861187314,0.039978685679271354,3,1500,SCDC
clip-res,train,0.7188888888888889,0.024113927126900792,0.013922182317935192,0.027287477343152976,3,1500,SCDC
clip-res,tree,0.7077777777777777,0.028349668493717946,0.01636768873628471,0.03208066992311803,3,1500,SCDC
clip-res,tricycle,0.9199999999999999,0.017638342073763927,0.010183501544346305,0.019959663026918758,3,1500,SCDC
clip-res,trophy,0.5966666666666667,0.020816659994661344,0.012018504251546642,0.023556268333031417,3,1500,SCDC
clip-res,trumpet,0.8155555555555556,0.003849001794597466,0.0022222222222221997,0.004355555555555511,3,1500,SCDC
clip-res,vase,0.9255555555555556,0.015030832509409606,0.008678055195451815,0.017008988183085556,3,1500,SCDC
clip-res,wineglass,0.7966666666666667,0.04055175020198817,0.02341256389522833,0.045888625234647526,3,1500,SCDC
