model,class,mean_accuracy,std,se,ci95,n_seeds,total_trials,test_type
cvcl-resnext,dresser,0.1366666666666667,0.028480012484391765,0.016442942874387488,0.03222816803379948,3,1500,SCDC_NoBlackWhite
cvcl-resnext,dumbell,0.17777777777777778,0.027755546659548443,0.016024672335395514,0.031408357777375204,3,1500,SCDC_NoBlackWhite
cvcl-resnext,earrings,0.10555555555555556,0.025018511664883787,0.014444444444444447,0.028311111111111117,3,1500,SCDC_NoBlackWhite
cvcl-resnext,fan,0.052222222222222225,0.01387777332977422,0.008012336167697755,0.0157041788886876,3,1500,SCDC_NoBlackWhite
cvcl-resnext,goggle,0.1688888888888889,0.0126197963240006,0.0072860428047799965,0.014280643897368793,3,1500,SCDC_NoBlackWhite
cvcl-resnext,grill,0.2577777777777777,0.005091750772173134,0.002939723678960644,0.005761858410762862,3,1500,SCDC_NoBlackWhite
cvcl-resnext,handbag,0.3977777777777778,0.0019245008972987648,0.0011111111111111183,0.0021777777777777915,3,1500,SCDC_NoBlackWhite
cvcl-resnext,handgun,0.12888888888888891,0.03564225540521209,0.020578065752724594,0.04033300887534021,3,1500,SCDC_NoBlackWhite
cvcl-resnext,handheldgame,0.16666666666666666,0.016666666666666663,0.00962250448649376,0.01886010879352777,3,1500,SCDC_NoBlackWhite
cvcl-resnext,headband,0.1988888888888889,0.02501851166488378,0.014444444444444444,0.02831111111111111,3,1500,SCDC_NoBlackWhite
cvcl-resnext,helmet,0.12555555555555556,0.017105338131489616,0.0098757715747951,0.019356512286598397,3,1500,SCDC_NoBlackWhite
cvcl-resnext,horse,0.23111111111111113,0.03671713698190734,0.021198648920376567,0.04154935188393807,3,1500,SCDC_NoBlackWhite
cvcl-resnext,keyboard,0.08666666666666667,0.020816659994661327,0.012018504251546632,0.023556268333031396,3,1500,SCDC_NoBlackWhite
cvcl-resnext,lantern,0.14666666666666667,0.02728450923957483,0.01575271875417536,0.030875328758183707,3,1500,SCDC_NoBlackWhite
cvcl-resnext,lei,0.11666666666666665,0.0057735026918962545,0.003333333333333332,0.00653333333333333,3,1500,SCDC_NoBlackWhite
cvcl-resnext,lipstick,0.22111111111111112,0.02341256389522832,0.013517250067329385,0.02649381013196559,3,1500,SCDC_NoBlackWhite
cvcl-resnext,lock,0.36000000000000004,0.04999999999999999,0.028867513459481284,0.056580326380583315,3,1500,SCDC_NoBlackWhite
cvcl-resnext,meat,0.12555555555555556,0.016777409856157225,0.009686442096757055,0.018985426509643827,3,1500,SCDC_NoBlackWhite
cvcl-resnext,microwave,0.11111111111111112,0.007698003589195004,0.004444444444444441,0.008711111111111105,3,1500,SCDC_NoBlackWhite
cvcl-resnext,muffin,0.07666666666666667,0.01201850425154663,0.006938886664887109,0.013600217863178735,3,1500,SCDC_NoBlackWhite
cvcl-resnext,nailpolish,0.11,0.015275252316519465,0.008819171036881969,0.017285575232288655,3,1500,SCDC_NoBlackWhite
cvcl-resnext,ornament,0.11555555555555556,0.01170628194761416,0.0067586250336646924,0.013246905065982795,3,1500,SCDC_NoBlackWhite
cvcl-resnext,pen,0.17444444444444443,0.015030832509409647,0.00867805519545184,0.0170089881830856,3,1500,SCDC_NoBlackWhite
cvcl-resnext,phone,0.428,0.03174901573277508,0.01833030277982336,0.03592739344845378,3,1500,SCDC_NoBlackWhite
cvcl-resnext,pillow,0.25666666666666665,0.027284509239574845,0.01575271875417537,0.030875328758183725,3,1500,SCDC_NoBlackWhite
cvcl-resnext,pipe,0.18666666666666668,0.014529663145135567,0.008388704928078604,0.016441861659034062,3,1500,SCDC_NoBlackWhite
cvcl-resnext,pitcher,0.1622222222222222,0.018358568490953665,0.01059932446018828,0.02077467594196903,3,1500,SCDC_NoBlackWhite
cvcl-resnext,powerstrip,0.058888888888888886,0.006938886664887108,0.004006168083848877,0.007852089444343797,3,1500,SCDC_NoBlackWhite
cvcl-resnext,pumpkin,0.3433333333333333,0.03329164059239696,0.01922093765778466,0.03767303780925793,3,1500,SCDC_NoBlackWhite
cvcl-resnext,rabbit,0.24666666666666667,0.029627314724385314,0.017105338131489626,0.03352646273771966,3,1500,SCDC_NoBlackWhite
cvcl-resnext,ring,0.21333333333333335,0.005773502691896263,0.0033333333333333366,0.00653333333333334,3,1500,SCDC_NoBlackWhite
cvcl-resnext,rug,0.3566666666666667,0.009999999999999981,0.005773502691896247,0.011316065276116644,3,1500,SCDC_NoBlackWhite
cvcl-resnext,saddle,0.12333333333333334,0.03179797338056485,0.018358568490953672,0.035982794242269196,3,1500,SCDC_NoBlackWhite
cvcl-resnext,saltandpeppershake,0.08666666666666667,0.023094010767585025,0.01333333333333333,0.026133333333333328,3,1500,SCDC_NoBlackWhite
cvcl-resnext,seashell,0.11111111111111112,0.01924500897298752,0.01111111111111111,0.021777777777777774,3,1500,SCDC_NoBlackWhite
cvcl-resnext,sippycup,0.058888888888888886,0.016777409856157218,0.00968644209675705,0.01898542650964382,3,1500,SCDC_NoBlackWhite
cvcl-resnext,sodacan,0.1577777777777778,0.01575271875417536,0.009094836413191611,0.017825879369855555,3,1500,SCDC_NoBlackWhite
cvcl-resnext,stapler,0.1377777777777778,0.01644294287438749,0.009493337494797258,0.018606941489802627,3,1500,SCDC_NoBlackWhite
cvcl-resnext,stool,0.4611111111111111,0.028738927014172376,0.01659242724785343,0.03252115740579272,3,1500,SCDC_NoBlackWhite
cvcl-resnext,suitcase,0.10777777777777779,0.011706281947614153,0.006758625033664688,0.013246905065982788,3,1500,SCDC_NoBlackWhite
cvcl-resnext,telescope,0.3022222222222222,0.022194427061597972,0.012813958438523105,0.025115358539505285,3,1500,SCDC_NoBlackWhite
cvcl-resnext,tennisracquet,0.32666666666666666,0.01527525231651948,0.008819171036881977,0.017285575232288675,3,1500,SCDC_NoBlackWhite
cvcl-resnext,toothpaste,0.27555555555555555,0.03532914021241033,0.020397288611873135,0.03997868567927135,3,1500,SCDC_NoBlackWhite
cvcl-resnext,train,0.1877777777777778,0.020367003088692614,0.01175889471584262,0.023047433643051535,3,1500,SCDC_NoBlackWhite
cvcl-resnext,tree,0.2011111111111111,0.04004626953542244,0.023120724496316455,0.04531662001278025,3,1500,SCDC_NoBlackWhite
cvcl-resnext,tricycle,0.3955555555555556,0.033388842669592717,0.01927705730321942,0.037783032314310065,3,1500,SCDC_NoBlackWhite
cvcl-resnext,trophy,0.1466666666666667,0.011547005383792509,0.006666666666666664,0.01306666666666666,3,1500,SCDC_NoBlackWhite
cvcl-resnext,trumpet,0.3522222222222222,0.005091750772173158,0.0029397236789606577,0.005761858410762889,3,1500,SCDC_NoBlackWhite
cvcl-resnext,vase,0.27444444444444444,0.005091750772173164,0.002939723678960661,0.005761858410762896,3,1500,SCDC_NoBlackWhite
cvcl-resnext,wineglass,0.1366666666666667,0.0348010216963685,0.02009237924447236,0.03938106331916583,3,1500,SCDC_NoBlackWhite
clip-res,abacus,0.7373333333333333,0.024083189157584586,0.010770329614269006,0.021109846043967248,5,2500,SCDC_NoBlackWhite
clip-res,apple,0.89,0.007071067811865494,0.0031622776601683876,0.00619806421393004,5,2500,SCDC_NoBlackWhite
clip-res,axe,0.7593333333333334,0.01754359648925435,0.007845734863959878,0.015377640333361357,5,2500,SCDC_NoBlackWhite
clip-res,babushkadolls,0.38733333333333336,0.008628119403696519,0.003858612300930073,0.007562880109822943,5,2500,SCDC_NoBlackWhite
clip-res,bagel,0.7053333333333333,0.019379255804998184,0.00866666666666667,0.016986666666666674,5,2500,SCDC_NoBlackWhite
clip-res,ball,0.8673333333333332,0.01211060141638996,0.005416025603090637,0.010615410182057649,5,2500,SCDC_NoBlackWhite
clip-res,basket,0.1393333333333333,0.023617319445224463,0.010561986345169904,0.02070149323653301,5,2500,SCDC_NoBlackWhite
clip-res,bell,0.9019999999999999,0.018196458751941577,0.00813770374382247,0.015949899337892037,5,2500,SCDC_NoBlackWhite
clip-res,bird,0.662,0.021807236311728168,0.009752492558885195,0.019114885415414982,5,2500,SCDC_NoBlackWhite
clip-res,bonzai,0.7293333333333333,0.01115546702045436,0.004988876515698596,0.009778197970769249,5,2500,SCDC_NoBlackWhite
clip-res,bread,0.39666666666666667,0.014719601443879743,0.006582805886043832,0.012902299536645909,5,2500,SCDC_NoBlackWhite
clip-res,butterfly,0.44333333333333325,0.03582364210034113,0.01602081978759722,0.03140080678369055,5,2500,SCDC_NoBlackWhite
clip-res,calculator,0.564,0.014220486005134361,0.006359594676112971,0.012464805565181423,5,2500,SCDC_NoBlackWhite
clip-res,camera,0.924,0.015527752931802818,0.006944222218666551,0.01361067554858644,5,2500,SCDC_NoBlackWhite
clip-res,candle,0.9526666666666668,0.010110500592068755,0.0045215533220835215,0.008862244511283701,5,2500,SCDC_NoBlackWhite
clip-res,cookie,0.7106666666666667,0.03369800521626696,0.015070206073943083,0.029537603904928444,5,2500,SCDC_NoBlackWhite
clip-res,doll,0.372,0.032710854467592254,0.014628738838327793,0.028672328123122478,5,2500,SCDC_NoBlackWhite
clip-res,doorknob,0.746,0.016055459438389763,0.007180219742846021,0.0140732306959782,5,2500,SCDC_NoBlackWhite
clip-res,dresser,0.6273333333333333,0.029476921292578895,0.013182479955523475,0.025837660712826012,5,2500,SCDC_NoBlackWhite
clip-res,dumbell,0.7133333333333333,0.02934469476943171,0.013123346456686363,0.02572175905510527,5,2500,SCDC_NoBlackWhite
clip-res,earrings,0.5133333333333334,0.015456030825826177,0.006912147117775908,0.013547808350840781,5,2500,SCDC_NoBlackWhite
clip-res,fan,0.38066666666666665,0.036316509866572914,0.01624123695343977,0.03183282442874195,5,2500,SCDC_NoBlackWhite
clip-res,goggle,0.8826666666666668,0.01831817555204547,0.008192137151629681,0.016056588817194177,5,2500,SCDC_NoBlackWhite
clip-res,grill,0.5766666666666667,0.012018504251546625,0.005374838498865697,0.010534683457776766,5,2500,SCDC_NoBlackWhite
clip-res,handbag,0.9626666666666667,0.013824294235551817,0.00618241233033047,0.012117528167447721,5,2500,SCDC_NoBlackWhite
clip-res,handgun,0.8853333333333333,0.012605113600792684,0.005637178175095917,0.011048869223187999,5,2500,SCDC_NoBlackWhite
clip-res,handheldgame,0.5166666666666667,0.013123346456686337,0.00586893895388633,0.011503120349617205,5,2500,SCDC_NoBlackWhite
clip-res,headband,0.65,0.031534813214040835,0.014102797200870786,0.027641482513706742,5,2500,SCDC_NoBlackWhite
clip-res,helmet,0.8093333333333333,0.024083189157584613,0.010770329614269018,0.021109846043967272,5,2500,SCDC_NoBlackWhite
clip-res,horse,0.52,0.01178511301977579,0.005270462766947297,0.010330107023216703,5,2500,SCDC_NoBlackWhite
clip-res,keyboard,0.612,0.03862929228218167,0.01727554469313324,0.033860067598541155,5,2500,SCDC_NoBlackWhite
clip-res,lantern,0.5953333333333333,0.022060522810365718,0.00986576572463249,0.019336900820279678,5,2500,SCDC_NoBlackWhite
clip-res,lei,0.6819999999999999,0.01591644851508443,0.007118052168020874,0.013951382249320913,5,2500,SCDC_NoBlackWhite
clip-res,lipstick,0.9400000000000001,0.011303883305208786,0.00505525029603437,0.009908290580227365,5,2500,SCDC_NoBlackWhite
clip-res,lock,0.9313333333333332,0.008692269873603532,0.0038873012632302003,0.007619110475931192,5,2500,SCDC_NoBlackWhite
clip-res,meat,0.6093333333333334,0.018618986725025263,0.008326663997864534,0.016320261435814488,5,2500,SCDC_NoBlackWhite
clip-res,microwave,0.6553333333333333,0.016261747890200604,0.007272474743090467,0.014254050496457314,5,2500,SCDC_NoBlackWhite
clip-res,muffin,0.6473333333333333,0.019350567031599993,0.00865383665716478,0.016961519848042967,5,2500,SCDC_NoBlackWhite
clip-res,nailpolish,0.5559999999999999,0.017543596489254375,0.007845734863959888,0.01537764033336138,5,2500,SCDC_NoBlackWhite
clip-res,ornament,0.5733333333333333,0.023213980461973534,0.010381607668264958,0.02034795102979932,5,2500,SCDC_NoBlackWhite
clip-res,pen,0.5506666666666666,0.02597006824104326,0.011614167593456225,0.0227637684831742,5,2500,SCDC_NoBlackWhite
clip-res,phone,0.6552,0.01905780679931457,0.008522910301065013,0.016704904190087425,5,2500,SCDC_NoBlackWhite
clip-res,pillow,0.8879999999999999,0.015740958604156776,0.007039570693980951,0.013797558560202663,5,2500,SCDC_NoBlackWhite
clip-res,pipe,0.9173333333333333,0.012780193008453889,0.005715476066494088,0.011202333090328411,5,2500,SCDC_NoBlackWhite
clip-res,pitcher,0.6753333333333333,0.025668831077571275,0.011479450238481709,0.02249972246742415,5,2500,SCDC_NoBlackWhite
clip-res,powerstrip,0.36933333333333335,0.01949358868961793,0.008717797887081349,0.01708688385867944,5,2500,SCDC_NoBlackWhite
clip-res,pumpkin,0.732,0.03094349689353163,0.01383835250309806,0.027123170906072195,5,2500,SCDC_NoBlackWhite
clip-res,rabbit,0.6113333333333333,0.02556038601690774,0.011430952132988158,0.02240466618065679,5,2500,SCDC_NoBlackWhite
clip-res,ring,0.6706666666666667,0.022035325174717884,0.009854496999396323,0.019314814118816796,5,2500,SCDC_NoBlackWhite
clip-res,rug,0.8353333333333334,0.013864422895390313,0.006200358412579439,0.0121527024886557,5,2500,SCDC_NoBlackWhite
clip-res,saddle,0.6886666666666666,0.012823589374447572,0.005734883511361755,0.011240371682269039,5,2500,SCDC_NoBlackWhite
clip-res,saltandpeppershake,0.53,0.014907119849998594,0.0066666666666666645,0.013066666666666662,5,2500,SCDC_NoBlackWhite
clip-res,seashell,0.8066666666666666,0.025055493963954855,0.011205157542647743,0.021962108783589576,5,2500,SCDC_NoBlackWhite
clip-res,sippycup,0.2753333333333333,0.02599145158615724,0.011623730516108464,0.02278251181157259,5,2500,SCDC_NoBlackWhite
clip-res,sodacan,0.8560000000000001,0.008299933065325824,0.003711842908553349,0.007275212100764563,5,2500,SCDC_NoBlackWhite
clip-res,stapler,0.7073333333333334,0.017543596489254357,0.00784573486395988,0.015377640333361364,5,2500,SCDC_NoBlackWhite
clip-res,stool,0.9793333333333333,0.01256096245427783,0.005617433182117565,0.011010169036950427,5,2500,SCDC_NoBlackWhite
clip-res,suitcase,0.3266666666666667,0.022484562605386733,0.010055402085998902,0.019708588088557848,5,2500,SCDC_NoBlackWhite
clip-res,telescope,0.6826666666666668,0.024877477542727035,0.011125546178852416,0.021806070510550734,5,2500,SCDC_NoBlackWhite
clip-res,tennisracquet,0.5740000000000001,0.03781534080237806,0.016911534525287757,0.033146607669564,5,2500,SCDC_NoBlackWhite
clip-res,toothpaste,0.4653333333333333,0.029401436094933273,0.01314872194887735,0.02577149501979961,5,2500,SCDC_NoBlackWhite
clip-res,train,0.7066666666666667,0.01545603082582617,0.006912147117775906,0.013547808350840775,5,2500,SCDC_NoBlackWhite
clip-res,tree,0.756,0.029571006821622486,0.013224556283251575,0.025920130315173085,5,2500,SCDC_NoBlackWhite
clip-res,tricycle,0.9513333333333331,0.012156388352540286,0.005436502143433351,0.010655544201129368,5,2500,SCDC_NoBlackWhite
clip-res,trophy,0.5986666666666667,0.01676636845327904,0.007498147919467987,0.014696369922157256,5,2500,SCDC_NoBlackWhite
clip-res,trumpet,0.7473333333333334,0.028126697479638668,0.012578641509408814,0.024654137358441273,5,2500,SCDC_NoBlackWhite
clip-res,vase,0.8866666666666667,0.013123346456686337,0.00586893895388633,0.011503120349617205,5,2500,SCDC_NoBlackWhite
clip-res,wineglass,0.7939999999999999,0.029571006821622527,0.013224556283251592,0.025920130315173123,5,2500,SCDC_NoBlackWhite
