model,class,mean_accuracy,std,se,ci95,n_seeds,total_trials
cvcl-resnext,handbag,0.9686666666666666,0.008326663997864539,0.004807401700618657,0.009422507333212567,3,1500
cvcl-resnext,handgun,0.972,0.020297783130184457,0.011718930554164642,0.022969103886162696,3,1500
cvcl-resnext,handheldgame,0.46599999999999997,0.012165525060596418,0.007023769168568481,0.013766587570394223,3,1500
cvcl-resnext,headband,0.8293333333333335,0.0335459883344243,0.019367785395111917,0.03796085937441935,3,1500
cvcl-resnext,helmet,0.8566666666666666,0.016653327995729078,0.009614803401237314,0.018845014666425134,3,1500
cvcl-resnext,horse,0.7746666666666666,0.019008769905844353,0.010974718422102896,0.021510448107321674,3,1500
cvcl-resnext,keyboard,0.8793333333333333,0.014742229591664,0.008511430223202478,0.016682403237476856,3,1500
cvcl-resnext,lantern,0.7013333333333334,0.026857649437978234,0.015506271132817336,0.030392291420321977,3,1500
cvcl-resnext,lei,0.6966666666666667,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
cvcl-resnext,lipstick,0.8993333333333333,0.012858201014657285,0.007423685817106704,0.014550424201529138,3,1500
cvcl-resnext,lock,0.8513333333333333,0.017009801096230782,0.009820613241770833,0.019248401953870835,3,1500
cvcl-resnext,meat,0.8073333333333333,0.03557152419187757,0.0205372290676658,0.04025296897262497,3,1500
cvcl-resnext,microwave,0.9606666666666666,0.01724335620850343,0.00995545634871206,0.01951269444347564,3,1500
cvcl-resnext,muffin,0.7806666666666667,0.009451631252505225,0.005456901847914972,0.010695527621913345,3,1500
cvcl-resnext,nailpolish,0.6306666666666666,0.06888637988262507,0.039771569968732406,0.07795227713871551,3,1500
cvcl-resnext,ornament,0.582,0.023065125189341614,0.0133166562369588,0.026100646224439247,3,1500
cvcl-resnext,pen,0.658,0.022538855339169307,0.013012814197295434,0.02550511582669905,3,1500
cvcl-resnext,phone,0.8134751773049645,0.030710120701575788,0.01773049645390068,0.034751773049645336,3,1500
cvcl-resnext,pillow,0.6053333333333333,0.019731531449265007,0.01139200499375672,0.022328329787763168,3,1500
cvcl-resnext,pipe,0.8133333333333334,0.03407834111768546,0.01967513941783159,0.03856327325894992,3,1500
cvcl-resnext,pitcher,0.7726666666666667,0.004618802153517011,0.0026666666666666696,0.005226666666666672,3,1500
cvcl-resnext,powerstrip,0.6593333333333334,0.03971565602295059,0.022929844695893105,0.04494249560395048,3,1500
cvcl-resnext,pumpkin,0.9034188034188034,0.024903935528775175,0.014378293881419433,0.02818145600758209,3,1500
cvcl-resnext,rabbit,0.87,0.010392304845413272,0.006000000000000005,0.01176000000000001,3,1500
cvcl-resnext,ring,0.8926666666666666,0.015534906930308071,0.008969082698049148,0.017579402088176332,3,1500
cvcl-resnext,saddle,0.7986666666666666,0.014189197769195128,0.008192137151629645,0.016056588817194104,3,1500
cvcl-resnext,saltandpeppershake,0.6366666666666667,0.012220201853215583,0.007055336829505581,0.013828460185830938,3,1500
cvcl-resnext,seashell,0.8133333333333334,0.024684678108764783,0.01425170555095461,0.027933342879871037,3,1500
cvcl-resnext,sippycup,0.27,0.019697715603592205,0.011372481406154652,0.022290063556063115,3,1500
cvcl-resnext,sodacan,0.7646666666666667,0.03189566323708185,0.018414969755910858,0.036093340721585286,3,1500
cvcl-resnext,stapler,0.7306666666666667,0.01700980109623078,0.009820613241770831,0.01924840195387083,3,1500
cvcl-resnext,stool,0.9386666666666666,0.008082903768654708,0.004666666666666637,0.009146666666666609,3,1500
cvcl-resnext,suitcase,0.496,0.017088007490635077,0.009865765724632504,0.01933690082027971,3,1500
cvcl-resnext,telescope,0.8099999999999999,0.03903844259188625,0.02253885533916928,0.044176156464771785,3,1500
cvcl-resnext,tennisracquet,0.91,0.017320508075688787,0.010000000000000009,0.019600000000000017,3,1500
cvcl-resnext,toothpaste,0.9153333333333333,0.014047538337136999,0.008110350040397635,0.015896286079179364,3,1500
cvcl-resnext,train,0.9213333333333334,0.017473789896108226,0.010088497300281048,0.019773454708550853,3,1500
cvcl-resnext,tree,0.746,0.03364520768252147,0.019425069712444638,0.038073136636391496,3,1500
cvcl-resnext,tricycle,0.92,0.024576411454888973,0.014189197769195151,0.027810827627622495,3,1500
cvcl-resnext,trophy,0.7206666666666667,0.023180451534284968,0.013383239933256501,0.02623115026918274,3,1500
cvcl-resnext,trumpet,0.8933333333333334,0.0023094010767585054,0.0013333333333333348,0.002613333333333336,3,1500
cvcl-resnext,vase,0.862,0.02821347195933179,0.016289055630494167,0.03192654903576857,3,1500
cvcl-resnext,wineglass,0.656,0.028000000000000025,0.016165807537309538,0.03168498277312669,3,1500
clip-res,abacus,0.9486666666666667,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,apple,0.9833333333333334,0.0070237691685684995,0.004055175020198818,0.007948143039589682,3,1500
clip-res,axe,0.9086666666666666,0.004618802153517011,0.0026666666666666696,0.005226666666666672,3,1500
clip-res,babushkadolls,0.9806666666666667,0.004618802153517011,0.0026666666666666696,0.005226666666666672,3,1500
clip-res,bagel,0.9866666666666667,0.003055050463303896,0.0017638342073763953,0.0034571150464577345,3,1500
clip-res,ball,0.9993333333333334,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,basket,0.702,0.013114877048604012,0.007571877794400371,0.014840880477024726,3,1500
clip-res,bell,0.9893333333333333,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,bird,0.9666666666666667,0.006110100926607792,0.0035276684147527906,0.006914230092915469,3,1500
clip-res,bonzai,0.976,0.0040000000000000036,0.0023094010767585054,0.00452642611044667,3,1500
clip-res,bread,0.7526666666666667,0.004618802153517011,0.0026666666666666696,0.005226666666666672,3,1500
clip-res,butterfly,0.98,0.0,0.0,0.0,3,1500
clip-res,calculator,0.9673333333333334,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500
clip-res,camera,0.9893333333333333,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,candle,1.0,0.0,0.0,0.0,3,1500
clip-res,cookie,0.9620000000000001,0.006000000000000005,0.003464101615137758,0.006789639165670006,3,1500
clip-res,doll,0.9926666666666666,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,doorknob,0.96,0.005291502622129186,0.0030550504633038962,0.0059878989080756366,3,1500
clip-res,dresser,0.846,0.015099668870541512,0.008717797887081356,0.017086883858679455,3,1500
clip-res,dumbell,0.9313333333333333,0.0050332229568471705,0.002905932629027118,0.0056956279528931515,3,1500
clip-res,earrings,0.9506666666666667,0.006429100507328643,0.003711842908553352,0.007275212100764569,3,1500
clip-res,fan,0.798,0.017776388834631132,0.010263202878893743,0.020115877642631737,3,1500
clip-res,goggle,0.9686666666666666,0.011372481406154664,0.00656590520119741,0.012869174194346923,3,1500
clip-res,grill,0.9946666666666667,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,handbag,0.9866666666666667,0.0023094010767585054,0.0013333333333333348,0.002613333333333336,3,1500
clip-res,handgun,0.9586666666666667,0.009237604307034021,0.005333333333333339,0.010453333333333344,3,1500
clip-res,handheldgame,0.7106666666666666,0.0160416125540213,0.009261629326299878,0.01815279347954776,3,1500
clip-res,headband,0.9433333333333334,0.007023769168568441,0.004055175020198784,0.007948143039589616,3,1500
clip-res,helmet,0.928,0.0020000000000000018,0.0011547005383792527,0.002263213055223335,3,1500
clip-res,horse,0.718,0.027712812921101997,0.01599999999999998,0.03135999999999996,3,1500
clip-res,keyboard,0.8606666666666666,0.006110100926607792,0.0035276684147527906,0.006914230092915469,3,1500
clip-res,lantern,0.9013333333333334,0.007571877794400371,0.004371625682868005,0.008568386338421288,3,1500
clip-res,lei,0.9146666666666667,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,lipstick,0.9993333333333334,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,lock,0.9860000000000001,0.005291502622129186,0.0030550504633038962,0.0059878989080756366,3,1500
clip-res,meat,0.9446666666666665,0.008326663997864539,0.004807401700618657,0.009422507333212567,3,1500
clip-res,microwave,0.956,0.006928203230275516,0.0040000000000000036,0.007840000000000008,3,1500
clip-res,muffin,0.9579999999999999,0.007211102550927985,0.0041633319989322695,0.008160130717907249,3,1500
clip-res,nailpolish,0.7973333333333334,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,ornament,0.9666666666666667,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,pen,0.9513333333333334,0.006429100507328643,0.003711842908553352,0.007275212100764569,3,1500
clip-res,phone,0.9191489361702128,0.011258516217296146,0.006500107368731698,0.012740210442714126,3,1500
clip-res,pillow,0.9493333333333333,0.007571877794400371,0.004371625682868005,0.008568386338421288,3,1500
clip-res,pipe,0.9646666666666667,0.011015141094572214,0.006359594676112977,0.012464805565181435,3,1500
clip-res,pitcher,0.8806666666666666,0.0061101009266077925,0.003527668414752791,0.00691423009291547,3,1500
clip-res,powerstrip,0.85,0.029461839725312498,0.017009801096230782,0.03333921014861233,3,1500
clip-res,pumpkin,1.0,0.0,0.0,0.0,3,1500
clip-res,rabbit,0.9993333333333334,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,ring,0.9866666666666667,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,saddle,0.798,0.012489995996796807,0.007211102550927985,0.01413376099981885,3,1500
clip-res,saltandpeppershake,0.9346666666666668,0.006429100507328579,0.003711842908553315,0.007275212100764498,3,1500
clip-res,seashell,0.9579999999999999,0.010583005244258372,0.0061101009266077925,0.011975797816151273,3,1500
clip-res,sippycup,0.6173333333333333,0.02844878439113585,0.01642491332633991,0.03219283011962622,3,1500
clip-res,sodacan,0.944,0.003464101615137758,0.0020000000000000018,0.003920000000000004,3,1500
clip-res,stapler,0.96,0.01216552506059645,0.007023769168568499,0.013766587570394256,3,1500
clip-res,stool,0.9933333333333333,0.0050332229568471705,0.002905932629027118,0.0056956279528931515,3,1500
clip-res,suitcase,0.7813333333333334,0.008326663997864539,0.004807401700618657,0.009422507333212567,3,1500
clip-res,telescope,0.9993333333333334,0.0011547005383792527,0.0006666666666666674,0.001306666666666668,3,1500
clip-res,tennisracquet,0.98,0.017320508075688787,0.010000000000000009,0.019600000000000017,3,1500
clip-res,toothpaste,0.9406666666666667,0.00986576572463244,0.005696002496878323,0.011164164893881511,3,1500
clip-res,train,0.9466666666666667,0.004618802153517011,0.0026666666666666696,0.005226666666666672,3,1500
clip-res,tree,0.9346666666666668,0.007571877794400308,0.0043716256828679675,0.008568386338421217,3,1500
clip-res,tricycle,1.0,0.0,0.0,0.0,3,1500
clip-res,trophy,0.9226666666666667,0.0030550504633038962,0.0017638342073763955,0.003457115046457735,3,1500
clip-res,trumpet,1.0,0.0,0.0,0.0,3,1500
clip-res,vase,0.9780000000000001,0.005291502622129186,0.0030550504633038962,0.0059878989080756366,3,1500
clip-res,wineglass,0.9359999999999999,0.0069282032302754515,0.003999999999999967,0.007839999999999936,3,1500
