model,class,mean_accuracy,std,se,ci95,n_seeds,total_trials,test_type
clip-res,butterfly,0.8686666666666666,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500,SCDT_NoBlackWhite
clip-res,calculator,0.606,0.03666060555964675,0.021166010488516743,0.04148538055749282,3,1500,SCDT_NoBlackWhite
clip-res,camera,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,candle,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,cookie,0.9426666666666667,0.017925772879664955,0.010349449797506655,0.020284921603113043,3,1500,SCDT_NoBlackWhite
clip-res,doll,0.6866666666666666,0.017243356208503372,0.009955456348712028,0.019512694443475573,3,1500,SCDT_NoBlackWhite
clip-res,doorknob,0.9333333333333332,0.008082903768654705,0.004666666666666635,0.009146666666666605,3,1500,SCDT_NoBlackWhite
clip-res,dresser,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,dumbell,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,earrings,0.4106666666666667,0.006110100926607762,0.0035276684147527737,0.006914230092915436,3,1500,SCDT_NoBlackWhite
clip-res,fan,0.5793333333333334,0.022030282189144365,0.012719189352225917,0.024929611130362798,3,1500,SCDT_NoBlackWhite
clip-res,goggle,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,grill,0.9226666666666667,0.006110100926607792,0.0035276684147527906,0.006914230092915469,3,1500,SCDT_NoBlackWhite
clip-res,handbag,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,handgun,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,handheldgame,0.7453333333333333,0.019629909152447292,0.011333333333333343,0.022213333333333352,3,1500,SCDT_NoBlackWhite
clip-res,headband,0.8973333333333334,0.009451631252505225,0.005456901847914972,0.010695527621913345,3,1500,SCDT_NoBlackWhite
clip-res,helmet,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,horse,0.652,0.008717797887081356,0.005033222956847171,0.009865116995420456,3,1500,SCDT_NoBlackWhite
clip-res,keyboard,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,lantern,0.98,0.0040000000000000036,0.0023094010767585054,0.00452642611044667,3,1500,SCDT_NoBlackWhite
clip-res,lei,0.9473333333333332,0.0050332229568471705,0.002905932629027118,0.0056956279528931515,3,1500,SCDT_NoBlackWhite
clip-res,lipstick,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,lock,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,meat,0.9193333333333333,0.006429100507328643,0.003711842908553352,0.007275212100764569,3,1500,SCDT_NoBlackWhite
clip-res,microwave,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,muffin,0.7559999999999999,0.0020000000000000018,0.0011547005383792527,0.002263213055223335,3,1500,SCDT_NoBlackWhite
clip-res,nailpolish,0.7566666666666667,0.009865765724632504,0.00569600249687836,0.011164164893881584,3,1500,SCDT_NoBlackWhite
clip-res,ornament,0.7686666666666667,0.027153882472555093,0.015677301355073146,0.03072751065594336,3,1500,SCDT_NoBlackWhite
clip-res,pen,0.9786666666666667,0.003055050463303896,0.0017638342073763953,0.0034571150464577345,3,1500,SCDT_NoBlackWhite
clip-res,phone,0.7773333333333333,0.005033222956847171,0.0029059326290271185,0.005695627952893153,3,1500,SCDT_NoBlackWhite
clip-res,pillow,0.9579999999999999,0.01216552506059645,0.007023769168568499,0.013766587570394256,3,1500,SCDT_NoBlackWhite
clip-res,pipe,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,pitcher,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,powerstrip,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,pumpkin,0.93,0.007999999999999952,0.004618802153516979,0.009052852220893278,3,1500,SCDT_NoBlackWhite
clip-res,rabbit,0.9579999999999999,1.3597399555105182e-16,7.850462293418875e-17,1.5386906095100995e-16,3,1500,SCDT_NoBlackWhite
clip-res,ring,0.9193333333333333,0.009451631252505225,0.005456901847914972,0.010695527621913345,3,1500,SCDT_NoBlackWhite
clip-res,rug,0.6073333333333334,0.008326663997864539,0.004807401700618657,0.009422507333212567,3,1500,SCDT_NoBlackWhite
clip-res,saddle,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,saltandpeppershake,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,seashell,0.9526666666666666,0.009451631252505225,0.005456901847914972,0.010695527621913345,3,1500,SCDT_NoBlackWhite
clip-res,sippycup,0.906,0.0069282032302755165,0.004000000000000004,0.007840000000000008,3,1500,SCDT_NoBlackWhite
clip-res,sodacan,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,stapler,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,stool,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,suitcase,0.9540000000000001,0.007211102550927985,0.0041633319989322695,0.008160130717907249,3,1500,SCDT_NoBlackWhite
clip-res,telescope,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,tennisracquet,0.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,toothpaste,0.7493333333333334,0.0041633319989322695,0.0024037008503093285,0.0047112536666062835,3,1500,SCDT_NoBlackWhite
clip-res,train,0.9693333333333333,0.008082903768654767,0.0046666666666666705,0.009146666666666674,3,1500,SCDT_NoBlackWhite
clip-res,tree,0.7680000000000001,0.026907248094147445,0.015534906930308073,0.030448417583403824,3,1500,SCDT_NoBlackWhite
clip-res,tricycle,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,trophy,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,trumpet,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,vase,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
clip-res,wineglass,1.0,0.0,0.0,0.0,3,1500,SCDT_NoBlackWhite
