model,class,seed,accuracy,n_trials,test_type
cvcl-resnext,bread,2,0.374,500,SCDT_NoBlackWhite
cvcl-resnext,butterfly,0,0.382,500,SCDT_NoBlackWhite
cvcl-resnext,butterfly,1,0.27,500,SCDT_NoBlackWhite
cvcl-resnext,butterfly,2,0.41,500,SCDT_NoBlackWhite
cvcl-resnext,calculator,0,0.896,500,SCDT_NoBlackWhite
cvcl-resnext,calculator,1,0.852,500,SCDT_NoBlackWhite
cvcl-resnext,calculator,2,0.84,500,SCDT_NoBlackWhite
cvcl-resnext,camera,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,camera,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,camera,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,candle,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,candle,1,0.922,500,SCDT_NoBlackWhite
cvcl-resnext,candle,2,0.952,500,SCDT_NoBlackWhite
cvcl-resnext,cookie,0,0.712,500,SCDT_NoBlackWhite
cvcl-resnext,cookie,1,0.778,500,SCDT_NoBlackWhite
cvcl-resnext,cookie,2,0.776,500,SCDT_NoBlackWhite
cvcl-resnext,doll,0,0.91,500,SCDT_NoBlackWhite
cvcl-resnext,doll,1,0.856,500,SCDT_NoBlackWhite
cvcl-resnext,doll,2,0.87,500,SCDT_NoBlackWhite
cvcl-resnext,doorknob,0,0.924,500,SCDT_NoBlackWhite
cvcl-resnext,doorknob,1,0.924,500,SCDT_NoBlackWhite
cvcl-resnext,doorknob,2,0.944,500,SCDT_NoBlackWhite
cvcl-resnext,dresser,0,0.944,500,SCDT_NoBlackWhite
cvcl-resnext,dresser,1,0.956,500,SCDT_NoBlackWhite
cvcl-resnext,dresser,2,0.98,500,SCDT_NoBlackWhite
cvcl-resnext,dumbell,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,dumbell,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,dumbell,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,earrings,0,0.916,500,SCDT_NoBlackWhite
cvcl-resnext,earrings,1,0.93,500,SCDT_NoBlackWhite
cvcl-resnext,earrings,2,0.954,500,SCDT_NoBlackWhite
cvcl-resnext,fan,0,0.682,500,SCDT_NoBlackWhite
cvcl-resnext,fan,1,0.692,500,SCDT_NoBlackWhite
cvcl-resnext,fan,2,0.834,500,SCDT_NoBlackWhite
cvcl-resnext,goggle,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,goggle,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,goggle,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,grill,0,0.718,500,SCDT_NoBlackWhite
cvcl-resnext,grill,1,0.732,500,SCDT_NoBlackWhite
cvcl-resnext,grill,2,0.66,500,SCDT_NoBlackWhite
cvcl-resnext,handbag,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,handbag,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,handbag,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,handgun,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,handgun,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,handgun,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,handheldgame,0,0.712,500,SCDT_NoBlackWhite
cvcl-resnext,handheldgame,1,0.706,500,SCDT_NoBlackWhite
cvcl-resnext,handheldgame,2,0.672,500,SCDT_NoBlackWhite
cvcl-resnext,headband,0,0.508,500,SCDT_NoBlackWhite
cvcl-resnext,headband,1,0.514,500,SCDT_NoBlackWhite
cvcl-resnext,headband,2,0.574,500,SCDT_NoBlackWhite
cvcl-resnext,helmet,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,helmet,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,helmet,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,horse,0,0.904,500,SCDT_NoBlackWhite
cvcl-resnext,horse,1,0.916,500,SCDT_NoBlackWhite
cvcl-resnext,horse,2,0.82,500,SCDT_NoBlackWhite
cvcl-resnext,keyboard,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,keyboard,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,keyboard,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,lantern,0,0.9,500,SCDT_NoBlackWhite
cvcl-resnext,lantern,1,0.932,500,SCDT_NoBlackWhite
cvcl-resnext,lantern,2,0.914,500,SCDT_NoBlackWhite
cvcl-resnext,lei,0,0.876,500,SCDT_NoBlackWhite
cvcl-resnext,lei,1,0.834,500,SCDT_NoBlackWhite
cvcl-resnext,lei,2,0.894,500,SCDT_NoBlackWhite
cvcl-resnext,lipstick,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,lipstick,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,lipstick,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,lock,0,0.942,500,SCDT_NoBlackWhite
cvcl-resnext,lock,1,0.94,500,SCDT_NoBlackWhite
cvcl-resnext,lock,2,0.956,500,SCDT_NoBlackWhite
cvcl-resnext,meat,0,0.354,500,SCDT_NoBlackWhite
cvcl-resnext,meat,1,0.37,500,SCDT_NoBlackWhite
cvcl-resnext,meat,2,0.362,500,SCDT_NoBlackWhite
cvcl-resnext,microwave,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,microwave,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,microwave,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,muffin,0,0.57,500,SCDT_NoBlackWhite
cvcl-resnext,muffin,1,0.508,500,SCDT_NoBlackWhite
cvcl-resnext,muffin,2,0.484,500,SCDT_NoBlackWhite
cvcl-resnext,nailpolish,0,0.98,500,SCDT_NoBlackWhite
cvcl-resnext,nailpolish,1,0.956,500,SCDT_NoBlackWhite
cvcl-resnext,nailpolish,2,0.974,500,SCDT_NoBlackWhite
cvcl-resnext,ornament,0,0.96,500,SCDT_NoBlackWhite
cvcl-resnext,ornament,1,0.962,500,SCDT_NoBlackWhite
cvcl-resnext,ornament,2,0.95,500,SCDT_NoBlackWhite
cvcl-resnext,pen,0,0.456,500,SCDT_NoBlackWhite
cvcl-resnext,pen,1,0.416,500,SCDT_NoBlackWhite
cvcl-resnext,pen,2,0.416,500,SCDT_NoBlackWhite
cvcl-resnext,phone,0,0.726,500,SCDT_NoBlackWhite
cvcl-resnext,phone,1,0.734,500,SCDT_NoBlackWhite
cvcl-resnext,phone,2,0.696,500,SCDT_NoBlackWhite
cvcl-resnext,pillow,0,0.942,500,SCDT_NoBlackWhite
cvcl-resnext,pillow,1,0.876,500,SCDT_NoBlackWhite
cvcl-resnext,pillow,2,0.9,500,SCDT_NoBlackWhite
cvcl-resnext,pipe,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,pipe,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,pipe,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,pitcher,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,pitcher,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,pitcher,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,powerstrip,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,powerstrip,1,0.938,500,SCDT_NoBlackWhite
cvcl-resnext,powerstrip,2,0.978,500,SCDT_NoBlackWhite
cvcl-resnext,pumpkin,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,pumpkin,1,0.978,500,SCDT_NoBlackWhite
cvcl-resnext,pumpkin,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,rabbit,0,0.978,500,SCDT_NoBlackWhite
cvcl-resnext,rabbit,1,0.982,500,SCDT_NoBlackWhite
cvcl-resnext,rabbit,2,0.972,500,SCDT_NoBlackWhite
cvcl-resnext,ring,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,ring,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,ring,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,rug,0,0.608,500,SCDT_NoBlackWhite
cvcl-resnext,rug,1,0.504,500,SCDT_NoBlackWhite
cvcl-resnext,rug,2,0.524,500,SCDT_NoBlackWhite
cvcl-resnext,saddle,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,saddle,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,saddle,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,saltandpeppershake,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,saltandpeppershake,1,0.968,500,SCDT_NoBlackWhite
cvcl-resnext,saltandpeppershake,2,0.918,500,SCDT_NoBlackWhite
cvcl-resnext,seashell,0,0.948,500,SCDT_NoBlackWhite
cvcl-resnext,seashell,1,0.946,500,SCDT_NoBlackWhite
cvcl-resnext,seashell,2,0.95,500,SCDT_NoBlackWhite
cvcl-resnext,sippycup,0,0.972,500,SCDT_NoBlackWhite
cvcl-resnext,sippycup,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,sippycup,2,0.944,500,SCDT_NoBlackWhite
cvcl-resnext,sodacan,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,sodacan,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,sodacan,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,stapler,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,stapler,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,stapler,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,stool,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,stool,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,stool,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,suitcase,0,0.976,500,SCDT_NoBlackWhite
cvcl-resnext,suitcase,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,suitcase,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,telescope,0,0.806,500,SCDT_NoBlackWhite
cvcl-resnext,telescope,1,0.808,500,SCDT_NoBlackWhite
cvcl-resnext,telescope,2,0.768,500,SCDT_NoBlackWhite
cvcl-resnext,tennisracquet,0,0.0,500,SCDT_NoBlackWhite
cvcl-resnext,tennisracquet,1,0.0,500,SCDT_NoBlackWhite
cvcl-resnext,tennisracquet,2,0.0,500,SCDT_NoBlackWhite
cvcl-resnext,toothpaste,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,toothpaste,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,toothpaste,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,train,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,train,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,train,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,tree,0,0.824,500,SCDT_NoBlackWhite
cvcl-resnext,tree,1,0.81,500,SCDT_NoBlackWhite
cvcl-resnext,tree,2,0.772,500,SCDT_NoBlackWhite
cvcl-resnext,tricycle,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,tricycle,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,tricycle,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,trophy,0,0.976,500,SCDT_NoBlackWhite
cvcl-resnext,trophy,1,0.966,500,SCDT_NoBlackWhite
cvcl-resnext,trophy,2,0.97,500,SCDT_NoBlackWhite
cvcl-resnext,trumpet,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,trumpet,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,trumpet,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,vase,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,vase,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,vase,2,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,wineglass,0,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,wineglass,1,1.0,500,SCDT_NoBlackWhite
cvcl-resnext,wineglass,2,1.0,500,SCDT_NoBlackWhite
clip-res,abacus,0,0.968,500,SCDT_NoBlackWhite
clip-res,abacus,1,0.982,500,SCDT_NoBlackWhite
clip-res,abacus,2,0.978,500,SCDT_NoBlackWhite
clip-res,apple,0,1.0,500,SCDT_NoBlackWhite
clip-res,apple,1,1.0,500,SCDT_NoBlackWhite
clip-res,apple,2,1.0,500,SCDT_NoBlackWhite
clip-res,axe,0,0.772,500,SCDT_NoBlackWhite
clip-res,axe,1,0.778,500,SCDT_NoBlackWhite
clip-res,axe,2,0.802,500,SCDT_NoBlackWhite
clip-res,babushkadolls,0,1.0,500,SCDT_NoBlackWhite
clip-res,babushkadolls,1,1.0,500,SCDT_NoBlackWhite
clip-res,babushkadolls,2,1.0,500,SCDT_NoBlackWhite
clip-res,bagel,0,0.594,500,SCDT_NoBlackWhite
clip-res,bagel,1,0.622,500,SCDT_NoBlackWhite
clip-res,bagel,2,0.572,500,SCDT_NoBlackWhite
clip-res,ball,0,1.0,500,SCDT_NoBlackWhite
clip-res,ball,1,1.0,500,SCDT_NoBlackWhite
clip-res,ball,2,1.0,500,SCDT_NoBlackWhite
clip-res,basket,0,0.878,500,SCDT_NoBlackWhite
clip-res,basket,1,0.884,500,SCDT_NoBlackWhite
clip-res,basket,2,0.864,500,SCDT_NoBlackWhite
clip-res,bell,0,0.92,500,SCDT_NoBlackWhite
clip-res,bell,1,0.896,500,SCDT_NoBlackWhite
clip-res,bell,2,0.92,500,SCDT_NoBlackWhite
clip-res,bird,0,0.98,500,SCDT_NoBlackWhite
clip-res,bird,1,0.972,500,SCDT_NoBlackWhite
clip-res,bird,2,0.978,500,SCDT_NoBlackWhite
clip-res,bonzai,0,0.94,500,SCDT_NoBlackWhite
clip-res,bonzai,1,0.956,500,SCDT_NoBlackWhite
clip-res,bonzai,2,0.942,500,SCDT_NoBlackWhite
clip-res,bread,0,0.652,500,SCDT_NoBlackWhite
clip-res,bread,1,0.642,500,SCDT_NoBlackWhite
clip-res,bread,2,0.684,500,SCDT_NoBlackWhite
clip-res,butterfly,0,0.87,500,SCDT_NoBlackWhite
clip-res,butterfly,1,0.872,500,SCDT_NoBlackWhite
clip-res,butterfly,2,0.864,500,SCDT_NoBlackWhite
clip-res,calculator,0,0.566,500,SCDT_NoBlackWhite
clip-res,calculator,1,0.638,500,SCDT_NoBlackWhite
clip-res,calculator,2,0.614,500,SCDT_NoBlackWhite
clip-res,camera,0,1.0,500,SCDT_NoBlackWhite
clip-res,camera,1,1.0,500,SCDT_NoBlackWhite
clip-res,camera,2,1.0,500,SCDT_NoBlackWhite
clip-res,candle,0,1.0,500,SCDT_NoBlackWhite
clip-res,candle,1,1.0,500,SCDT_NoBlackWhite
clip-res,candle,2,1.0,500,SCDT_NoBlackWhite
clip-res,cookie,0,0.954,500,SCDT_NoBlackWhite
clip-res,cookie,1,0.952,500,SCDT_NoBlackWhite
clip-res,cookie,2,0.922,500,SCDT_NoBlackWhite
clip-res,doll,0,0.702,500,SCDT_NoBlackWhite
clip-res,doll,1,0.69,500,SCDT_NoBlackWhite
clip-res,doll,2,0.668,500,SCDT_NoBlackWhite
clip-res,doorknob,0,0.924,500,SCDT_NoBlackWhite
clip-res,doorknob,1,0.938,500,SCDT_NoBlackWhite
clip-res,doorknob,2,0.938,500,SCDT_NoBlackWhite
clip-res,dresser,0,1.0,500,SCDT_NoBlackWhite
clip-res,dresser,1,1.0,500,SCDT_NoBlackWhite
clip-res,dresser,2,1.0,500,SCDT_NoBlackWhite
clip-res,dumbell,0,1.0,500,SCDT_NoBlackWhite
clip-res,dumbell,1,1.0,500,SCDT_NoBlackWhite
clip-res,dumbell,2,1.0,500,SCDT_NoBlackWhite
clip-res,earrings,0,0.412,500,SCDT_NoBlackWhite
clip-res,earrings,1,0.416,500,SCDT_NoBlackWhite
clip-res,earrings,2,0.404,500,SCDT_NoBlackWhite
clip-res,fan,0,0.59,500,SCDT_NoBlackWhite
clip-res,fan,1,0.554,500,SCDT_NoBlackWhite
clip-res,fan,2,0.594,500,SCDT_NoBlackWhite
clip-res,goggle,0,1.0,500,SCDT_NoBlackWhite
clip-res,goggle,1,1.0,500,SCDT_NoBlackWhite
clip-res,goggle,2,1.0,500,SCDT_NoBlackWhite
clip-res,grill,0,0.916,500,SCDT_NoBlackWhite
clip-res,grill,1,0.928,500,SCDT_NoBlackWhite
clip-res,grill,2,0.924,500,SCDT_NoBlackWhite
clip-res,handbag,0,1.0,500,SCDT_NoBlackWhite
clip-res,handbag,1,1.0,500,SCDT_NoBlackWhite
clip-res,handbag,2,1.0,500,SCDT_NoBlackWhite
clip-res,handgun,0,1.0,500,SCDT_NoBlackWhite
clip-res,handgun,1,1.0,500,SCDT_NoBlackWhite
clip-res,handgun,2,1.0,500,SCDT_NoBlackWhite
clip-res,handheldgame,0,0.734,500,SCDT_NoBlackWhite
clip-res,handheldgame,1,0.768,500,SCDT_NoBlackWhite
clip-res,handheldgame,2,0.734,500,SCDT_NoBlackWhite
clip-res,headband,0,0.908,500,SCDT_NoBlackWhite
clip-res,headband,1,0.89,500,SCDT_NoBlackWhite
clip-res,headband,2,0.894,500,SCDT_NoBlackWhite
clip-res,helmet,0,1.0,500,SCDT_NoBlackWhite
clip-res,helmet,1,1.0,500,SCDT_NoBlackWhite
clip-res,helmet,2,1.0,500,SCDT_NoBlackWhite
clip-res,horse,0,0.656,500,SCDT_NoBlackWhite
clip-res,horse,1,0.642,500,SCDT_NoBlackWhite
clip-res,horse,2,0.658,500,SCDT_NoBlackWhite
clip-res,keyboard,0,1.0,500,SCDT_NoBlackWhite
clip-res,keyboard,1,1.0,500,SCDT_NoBlackWhite
clip-res,keyboard,2,1.0,500,SCDT_NoBlackWhite
clip-res,lantern,0,0.984,500,SCDT_NoBlackWhite
clip-res,lantern,1,0.98,500,SCDT_NoBlackWhite
clip-res,lantern,2,0.976,500,SCDT_NoBlackWhite
clip-res,lei,0,0.948,500,SCDT_NoBlackWhite
clip-res,lei,1,0.942,500,SCDT_NoBlackWhite
clip-res,lei,2,0.952,500,SCDT_NoBlackWhite
clip-res,lipstick,0,1.0,500,SCDT_NoBlackWhite
clip-res,lipstick,1,1.0,500,SCDT_NoBlackWhite
clip-res,lipstick,2,1.0,500,SCDT_NoBlackWhite
clip-res,lock,0,1.0,500,SCDT_NoBlackWhite
clip-res,lock,1,1.0,500,SCDT_NoBlackWhite
clip-res,lock,2,1.0,500,SCDT_NoBlackWhite
clip-res,meat,0,0.922,500,SCDT_NoBlackWhite
clip-res,meat,1,0.912,500,SCDT_NoBlackWhite
clip-res,meat,2,0.924,500,SCDT_NoBlackWhite
clip-res,microwave,0,1.0,500,SCDT_NoBlackWhite
clip-res,microwave,1,1.0,500,SCDT_NoBlackWhite
clip-res,microwave,2,1.0,500,SCDT_NoBlackWhite
clip-res,muffin,0,0.756,500,SCDT_NoBlackWhite
clip-res,muffin,1,0.754,500,SCDT_NoBlackWhite
clip-res,muffin,2,0.758,500,SCDT_NoBlackWhite
clip-res,nailpolish,0,0.752,500,SCDT_NoBlackWhite
clip-res,nailpolish,1,0.768,500,SCDT_NoBlackWhite
clip-res,nailpolish,2,0.75,500,SCDT_NoBlackWhite
clip-res,ornament,0,0.772,500,SCDT_NoBlackWhite
clip-res,ornament,1,0.74,500,SCDT_NoBlackWhite
clip-res,ornament,2,0.794,500,SCDT_NoBlackWhite
clip-res,pen,0,0.978,500,SCDT_NoBlackWhite
clip-res,pen,1,0.976,500,SCDT_NoBlackWhite
clip-res,pen,2,0.982,500,SCDT_NoBlackWhite
clip-res,phone,0,0.782,500,SCDT_NoBlackWhite
clip-res,phone,1,0.772,500,SCDT_NoBlackWhite
clip-res,phone,2,0.778,500,SCDT_NoBlackWhite
clip-res,pillow,0,0.966,500,SCDT_NoBlackWhite
clip-res,pillow,1,0.964,500,SCDT_NoBlackWhite
clip-res,pillow,2,0.944,500,SCDT_NoBlackWhite
clip-res,pipe,0,1.0,500,SCDT_NoBlackWhite
clip-res,pipe,1,1.0,500,SCDT_NoBlackWhite
clip-res,pipe,2,1.0,500,SCDT_NoBlackWhite
clip-res,pitcher,0,1.0,500,SCDT_NoBlackWhite
clip-res,pitcher,1,1.0,500,SCDT_NoBlackWhite
clip-res,pitcher,2,1.0,500,SCDT_NoBlackWhite
clip-res,powerstrip,0,1.0,500,SCDT_NoBlackWhite
clip-res,powerstrip,1,1.0,500,SCDT_NoBlackWhite
clip-res,powerstrip,2,1.0,500,SCDT_NoBlackWhite
clip-res,pumpkin,0,0.93,500,SCDT_NoBlackWhite
clip-res,pumpkin,1,0.922,500,SCDT_NoBlackWhite
clip-res,pumpkin,2,0.938,500,SCDT_NoBlackWhite
clip-res,rabbit,0,0.958,500,SCDT_NoBlackWhite
clip-res,rabbit,1,0.958,500,SCDT_NoBlackWhite
clip-res,rabbit,2,0.958,500,SCDT_NoBlackWhite
clip-res,ring,0,0.93,500,SCDT_NoBlackWhite
clip-res,ring,1,0.916,500,SCDT_NoBlackWhite
clip-res,ring,2,0.912,500,SCDT_NoBlackWhite
clip-res,rug,0,0.598,500,SCDT_NoBlackWhite
clip-res,rug,1,0.61,500,SCDT_NoBlackWhite
clip-res,rug,2,0.614,500,SCDT_NoBlackWhite
clip-res,saddle,0,1.0,500,SCDT_NoBlackWhite
clip-res,saddle,1,1.0,500,SCDT_NoBlackWhite
clip-res,saddle,2,1.0,500,SCDT_NoBlackWhite
clip-res,saltandpeppershake,0,1.0,500,SCDT_NoBlackWhite
clip-res,saltandpeppershake,1,1.0,500,SCDT_NoBlackWhite
clip-res,saltandpeppershake,2,1.0,500,SCDT_NoBlackWhite
clip-res,seashell,0,0.942,500,SCDT_NoBlackWhite
clip-res,seashell,1,0.956,500,SCDT_NoBlackWhite
clip-res,seashell,2,0.96,500,SCDT_NoBlackWhite
clip-res,sippycup,0,0.91,500,SCDT_NoBlackWhite
clip-res,sippycup,1,0.898,500,SCDT_NoBlackWhite
clip-res,sippycup,2,0.91,500,SCDT_NoBlackWhite
clip-res,sodacan,0,1.0,500,SCDT_NoBlackWhite
clip-res,sodacan,1,1.0,500,SCDT_NoBlackWhite
clip-res,sodacan,2,1.0,500,SCDT_NoBlackWhite
clip-res,stapler,0,1.0,500,SCDT_NoBlackWhite
clip-res,stapler,1,1.0,500,SCDT_NoBlackWhite
clip-res,stapler,2,1.0,500,SCDT_NoBlackWhite
clip-res,stool,0,1.0,500,SCDT_NoBlackWhite
clip-res,stool,1,1.0,500,SCDT_NoBlackWhite
clip-res,stool,2,1.0,500,SCDT_NoBlackWhite
clip-res,suitcase,0,0.946,500,SCDT_NoBlackWhite
clip-res,suitcase,1,0.956,500,SCDT_NoBlackWhite
clip-res,suitcase,2,0.96,500,SCDT_NoBlackWhite
clip-res,telescope,0,1.0,500,SCDT_NoBlackWhite
clip-res,telescope,1,1.0,500,SCDT_NoBlackWhite
clip-res,telescope,2,1.0,500,SCDT_NoBlackWhite
clip-res,tennisracquet,0,0.0,500,SCDT_NoBlackWhite
clip-res,tennisracquet,1,0.0,500,SCDT_NoBlackWhite
clip-res,tennisracquet,2,0.0,500,SCDT_NoBlackWhite
clip-res,toothpaste,0,0.746,500,SCDT_NoBlackWhite
clip-res,toothpaste,1,0.754,500,SCDT_NoBlackWhite
clip-res,toothpaste,2,0.748,500,SCDT_NoBlackWhite
clip-res,train,0,0.978,500,SCDT_NoBlackWhite
clip-res,train,1,0.962,500,SCDT_NoBlackWhite
clip-res,train,2,0.968,500,SCDT_NoBlackWhite
clip-res,tree,0,0.76,500,SCDT_NoBlackWhite
clip-res,tree,1,0.798,500,SCDT_NoBlackWhite
clip-res,tree,2,0.746,500,SCDT_NoBlackWhite
clip-res,tricycle,0,1.0,500,SCDT_NoBlackWhite
clip-res,tricycle,1,1.0,500,SCDT_NoBlackWhite
clip-res,tricycle,2,1.0,500,SCDT_NoBlackWhite
clip-res,trophy,0,1.0,500,SCDT_NoBlackWhite
clip-res,trophy,1,1.0,500,SCDT_NoBlackWhite
clip-res,trophy,2,1.0,500,SCDT_NoBlackWhite
clip-res,trumpet,0,1.0,500,SCDT_NoBlackWhite
clip-res,trumpet,1,1.0,500,SCDT_NoBlackWhite
clip-res,trumpet,2,1.0,500,SCDT_NoBlackWhite
clip-res,vase,0,1.0,500,SCDT_NoBlackWhite
clip-res,vase,1,1.0,500,SCDT_NoBlackWhite
clip-res,vase,2,1.0,500,SCDT_NoBlackWhite
clip-res,wineglass,0,1.0,500,SCDT_NoBlackWhite
clip-res,wineglass,1,1.0,500,SCDT_NoBlackWhite
clip-res,wineglass,2,1.0,500,SCDT_NoBlackWhite
