model,class,seed,accuracy,n_trials,test_type
cvcl-resnext,sippycup,0,0.95,500,SCDT
cvcl-resnext,sippycup,1,0.946,500,SCDT
cvcl-resnext,sippycup,2,0.938,500,SCDT
cvcl-resnext,sodacan,0,1.0,500,SCDT
cvcl-resnext,sodacan,1,1.0,500,SCDT
cvcl-resnext,sodacan,2,0.978,500,SCDT
cvcl-resnext,stapler,0,1.0,500,SCDT
cvcl-resnext,stapler,1,1.0,500,SCDT
cvcl-resnext,stapler,2,1.0,500,SCDT
cvcl-resnext,stool,0,1.0,500,SCDT
cvcl-resnext,stool,1,1.0,500,SCDT
cvcl-resnext,stool,2,1.0,500,SCDT
cvcl-resnext,suitcase,0,1.0,500,SCDT
cvcl-resnext,suitcase,1,1.0,500,SCDT
cvcl-resnext,suitcase,2,1.0,500,SCDT
cvcl-resnext,telescope,0,0.78,500,SCDT
cvcl-resnext,telescope,1,0.778,500,SCDT
cvcl-resnext,telescope,2,0.736,500,SCDT
cvcl-resnext,tennisracquet,0,0.0,500,SCDT
cvcl-resnext,tennisracquet,1,0.0,500,SCDT
cvcl-resnext,tennisracquet,2,0.0,500,SCDT
cvcl-resnext,toothpaste,0,1.0,500,SCDT
cvcl-resnext,toothpaste,1,1.0,500,SCDT
cvcl-resnext,toothpaste,2,1.0,500,SCDT
cvcl-resnext,train,0,1.0,500,SCDT
cvcl-resnext,train,1,1.0,500,SCDT
cvcl-resnext,train,2,1.0,500,SCDT
cvcl-resnext,tree,0,0.784,500,SCDT
cvcl-resnext,tree,1,0.82,500,SCDT
cvcl-resnext,tree,2,0.764,500,SCDT
cvcl-resnext,tricycle,0,1.0,500,SCDT
cvcl-resnext,tricycle,1,1.0,500,SCDT
cvcl-resnext,tricycle,2,1.0,500,SCDT
cvcl-resnext,trophy,0,0.95,500,SCDT
cvcl-resnext,trophy,1,0.946,500,SCDT
cvcl-resnext,trophy,2,0.942,500,SCDT
cvcl-resnext,trumpet,0,1.0,500,SCDT
cvcl-resnext,trumpet,1,1.0,500,SCDT
cvcl-resnext,trumpet,2,1.0,500,SCDT
cvcl-resnext,vase,0,0.94,500,SCDT
cvcl-resnext,vase,1,0.948,500,SCDT
cvcl-resnext,vase,2,0.966,500,SCDT
cvcl-resnext,wineglass,0,1.0,500,SCDT
cvcl-resnext,wineglass,1,1.0,500,SCDT
cvcl-resnext,wineglass,2,1.0,500,SCDT
clip-res,abacus,0,0.968,500,SCDT
clip-res,abacus,1,0.982,500,SCDT
clip-res,abacus,2,0.978,500,SCDT
clip-res,apple,0,0.978,500,SCDT
clip-res,apple,1,0.982,500,SCDT
clip-res,apple,2,0.972,500,SCDT
clip-res,axe,0,0.748,500,SCDT
clip-res,axe,1,0.744,500,SCDT
clip-res,axe,2,0.768,500,SCDT
clip-res,babushkadolls,0,0.974,500,SCDT
clip-res,babushkadolls,1,0.984,500,SCDT
clip-res,babushkadolls,2,0.97,500,SCDT
clip-res,bagel,0,0.57,500,SCDT
clip-res,bagel,1,0.598,500,SCDT
clip-res,bagel,2,0.558,500,SCDT
clip-res,ball,0,1.0,500,SCDT
clip-res,ball,1,1.0,500,SCDT
clip-res,ball,2,1.0,500,SCDT
clip-res,basket,0,0.868,500,SCDT
clip-res,basket,1,0.878,500,SCDT
clip-res,basket,2,0.872,500,SCDT
clip-res,bell,0,0.864,500,SCDT
clip-res,bell,1,0.854,500,SCDT
clip-res,bell,2,0.858,500,SCDT
clip-res,bird,0,0.974,500,SCDT
clip-res,bird,1,0.974,500,SCDT
clip-res,bird,2,0.976,500,SCDT
clip-res,bonzai,0,0.904,500,SCDT
clip-res,bonzai,1,0.898,500,SCDT
clip-res,bonzai,2,0.894,500,SCDT
clip-res,bread,0,0.62,500,SCDT
clip-res,bread,1,0.612,500,SCDT
clip-res,bread,2,0.652,500,SCDT
clip-res,butterfly,0,0.842,500,SCDT
clip-res,butterfly,1,0.838,500,SCDT
clip-res,butterfly,2,0.866,500,SCDT
clip-res,calculator,0,0.508,500,SCDT
clip-res,calculator,1,0.554,500,SCDT
clip-res,calculator,2,0.538,500,SCDT
clip-res,camera,0,1.0,500,SCDT
clip-res,camera,1,1.0,500,SCDT
clip-res,camera,2,1.0,500,SCDT
clip-res,candle,0,1.0,500,SCDT
clip-res,candle,1,1.0,500,SCDT
clip-res,candle,2,1.0,500,SCDT
clip-res,cookie,0,0.932,500,SCDT
clip-res,cookie,1,0.934,500,SCDT
clip-res,cookie,2,0.906,500,SCDT
clip-res,doll,0,0.636,500,SCDT
clip-res,doll,1,0.612,500,SCDT
clip-res,doll,2,0.612,500,SCDT
clip-res,doorknob,0,0.956,500,SCDT
clip-res,doorknob,1,0.93,500,SCDT
clip-res,doorknob,2,0.958,500,SCDT
clip-res,dresser,0,1.0,500,SCDT
clip-res,dresser,1,1.0,500,SCDT
clip-res,dresser,2,1.0,500,SCDT
clip-res,dumbell,0,1.0,500,SCDT
clip-res,dumbell,1,1.0,500,SCDT
clip-res,dumbell,2,1.0,500,SCDT
clip-res,earrings,0,0.458,500,SCDT
clip-res,earrings,1,0.446,500,SCDT
clip-res,earrings,2,0.444,500,SCDT
clip-res,fan,0,0.542,500,SCDT
clip-res,fan,1,0.492,500,SCDT
clip-res,fan,2,0.548,500,SCDT
clip-res,goggle,0,0.95,500,SCDT
clip-res,goggle,1,0.95,500,SCDT
clip-res,goggle,2,0.954,500,SCDT
clip-res,grill,0,0.972,500,SCDT
clip-res,grill,1,0.98,500,SCDT
clip-res,grill,2,0.972,500,SCDT
clip-res,handbag,0,0.974,500,SCDT
clip-res,handbag,1,0.974,500,SCDT
clip-res,handbag,2,0.984,500,SCDT
clip-res,handgun,0,1.0,500,SCDT
clip-res,handgun,1,1.0,500,SCDT
clip-res,handgun,2,1.0,500,SCDT
clip-res,handheldgame,0,0.73,500,SCDT
clip-res,handheldgame,1,0.766,500,SCDT
clip-res,handheldgame,2,0.732,500,SCDT
clip-res,headband,0,0.982,500,SCDT
clip-res,headband,1,0.99,500,SCDT
clip-res,headband,2,0.978,500,SCDT
clip-res,helmet,0,1.0,500,SCDT
clip-res,helmet,1,1.0,500,SCDT
clip-res,helmet,2,1.0,500,SCDT
clip-res,horse,0,0.67,500,SCDT
clip-res,horse,1,0.672,500,SCDT
clip-res,horse,2,0.684,500,SCDT
clip-res,keyboard,0,1.0,500,SCDT
clip-res,keyboard,1,1.0,500,SCDT
clip-res,keyboard,2,1.0,500,SCDT
clip-res,lantern,0,0.922,500,SCDT
clip-res,lantern,1,0.93,500,SCDT
clip-res,lantern,2,0.906,500,SCDT
clip-res,lei,0,0.928,500,SCDT
clip-res,lei,1,0.936,500,SCDT
clip-res,lei,2,0.924,500,SCDT
clip-res,lipstick,0,1.0,500,SCDT
clip-res,lipstick,1,1.0,500,SCDT
clip-res,lipstick,2,1.0,500,SCDT
clip-res,lock,0,1.0,500,SCDT
clip-res,lock,1,1.0,500,SCDT
clip-res,lock,2,1.0,500,SCDT
clip-res,meat,0,0.908,500,SCDT
clip-res,meat,1,0.912,500,SCDT
clip-res,meat,2,0.898,500,SCDT
clip-res,microwave,0,1.0,500,SCDT
clip-res,microwave,1,1.0,500,SCDT
clip-res,microwave,2,1.0,500,SCDT
clip-res,muffin,0,0.832,500,SCDT
clip-res,muffin,1,0.834,500,SCDT
clip-res,muffin,2,0.828,500,SCDT
clip-res,nailpolish,0,0.76,500,SCDT
clip-res,nailpolish,1,0.77,500,SCDT
clip-res,nailpolish,2,0.756,500,SCDT
clip-res,ornament,0,0.784,500,SCDT
clip-res,ornament,1,0.766,500,SCDT
clip-res,ornament,2,0.788,500,SCDT
clip-res,pen,0,0.982,500,SCDT
clip-res,pen,1,0.976,500,SCDT
clip-res,pen,2,0.978,500,SCDT
clip-res,phone,0,0.812,500,SCDT
clip-res,phone,1,0.8,500,SCDT
clip-res,phone,2,0.81,500,SCDT
clip-res,pillow,0,0.96,500,SCDT
clip-res,pillow,1,0.946,500,SCDT
clip-res,pillow,2,0.948,500,SCDT
clip-res,pipe,0,1.0,500,SCDT
clip-res,pipe,1,1.0,500,SCDT
clip-res,pipe,2,1.0,500,SCDT
clip-res,pitcher,0,1.0,500,SCDT
clip-res,pitcher,1,1.0,500,SCDT
clip-res,pitcher,2,1.0,500,SCDT
clip-res,powerstrip,0,1.0,500,SCDT
clip-res,powerstrip,1,1.0,500,SCDT
clip-res,powerstrip,2,1.0,500,SCDT
clip-res,pumpkin,0,0.936,500,SCDT
clip-res,pumpkin,1,0.922,500,SCDT
clip-res,pumpkin,2,0.928,500,SCDT
clip-res,rabbit,0,0.946,500,SCDT
clip-res,rabbit,1,0.926,500,SCDT
clip-res,rabbit,2,0.94,500,SCDT
clip-res,ring,0,0.93,500,SCDT
clip-res,ring,1,0.916,500,SCDT
clip-res,ring,2,0.906,500,SCDT
clip-res,rug,0,0.576,500,SCDT
clip-res,rug,1,0.566,500,SCDT
clip-res,rug,2,0.602,500,SCDT
clip-res,saddle,0,0.956,500,SCDT
clip-res,saddle,1,0.94,500,SCDT
clip-res,saddle,2,0.946,500,SCDT
clip-res,saltandpeppershake,0,1.0,500,SCDT
clip-res,saltandpeppershake,1,1.0,500,SCDT
clip-res,saltandpeppershake,2,1.0,500,SCDT
clip-res,seashell,0,0.904,500,SCDT
clip-res,seashell,1,0.936,500,SCDT
clip-res,seashell,2,0.932,500,SCDT
clip-res,sippycup,0,0.804,500,SCDT
clip-res,sippycup,1,0.798,500,SCDT
clip-res,sippycup,2,0.798,500,SCDT
clip-res,sodacan,0,1.0,500,SCDT
clip-res,sodacan,1,1.0,500,SCDT
clip-res,sodacan,2,1.0,500,SCDT
clip-res,stapler,0,1.0,500,SCDT
clip-res,stapler,1,1.0,500,SCDT
clip-res,stapler,2,1.0,500,SCDT
clip-res,stool,0,1.0,500,SCDT
clip-res,stool,1,1.0,500,SCDT
clip-res,stool,2,1.0,500,SCDT
clip-res,suitcase,0,0.954,500,SCDT
clip-res,suitcase,1,0.96,500,SCDT
clip-res,suitcase,2,0.96,500,SCDT
clip-res,telescope,0,1.0,500,SCDT
clip-res,telescope,1,1.0,500,SCDT
clip-res,telescope,2,1.0,500,SCDT
clip-res,tennisracquet,0,0.0,500,SCDT
clip-res,tennisracquet,1,0.0,500,SCDT
clip-res,tennisracquet,2,0.0,500,SCDT
clip-res,toothpaste,0,0.716,500,SCDT
clip-res,toothpaste,1,0.748,500,SCDT
clip-res,toothpaste,2,0.722,500,SCDT
clip-res,train,0,0.974,500,SCDT
clip-res,train,1,0.962,500,SCDT
clip-res,train,2,0.984,500,SCDT
clip-res,tree,0,0.728,500,SCDT
clip-res,tree,1,0.756,500,SCDT
clip-res,tree,2,0.738,500,SCDT
clip-res,tricycle,0,1.0,500,SCDT
clip-res,tricycle,1,1.0,500,SCDT
clip-res,tricycle,2,1.0,500,SCDT
clip-res,trophy,0,1.0,500,SCDT
clip-res,trophy,1,1.0,500,SCDT
clip-res,trophy,2,1.0,500,SCDT
clip-res,trumpet,0,1.0,500,SCDT
clip-res,trumpet,1,1.0,500,SCDT
clip-res,trumpet,2,1.0,500,SCDT
clip-res,vase,0,0.984,500,SCDT
clip-res,vase,1,0.972,500,SCDT
clip-res,vase,2,0.966,500,SCDT
clip-res,wineglass,0,1.0,500,SCDT
clip-res,wineglass,1,1.0,500,SCDT
clip-res,wineglass,2,1.0,500,SCDT
